  0%|          | 0/1000 [00:00<?, ?it/s]E0208 10:54:02.497574 1439549 buffer_comparator.cc:157] Difference at 16: -1.34922, expected 3.85087
E0208 10:54:05.104338 1439549 buffer_comparator.cc:157] Difference at 72: 0.744868, expected 135.104
E0208 10:54:05.104343 1439549 buffer_comparator.cc:157] Difference at 73: 0.399075, expected 127.02
2025-02-08 10:54:05.105373: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:05.230075 1439549 buffer_comparator.cc:157] Difference at 128: 0.44789, expected 130.164
E0208 10:54:05.230212 1439549 buffer_comparator.cc:157] Difference at 129: 0.195055, expected 131.047
E0208 10:54:05.230218 1439549 buffer_comparator.cc:157] Difference at 130: 0.709445, expected 136.419
E0208 10:54:05.230223 1439549 buffer_comparator.cc:157] Difference at 131: 0.597834, expected 139.266
E0208 10:54:05.230228 1439549 buffer_comparator.cc:157] Difference at 132: 0.16888, expected 126.449
E0208 10:54:05.230232 1439549 buffer_comparator.cc:157] Difference at 133: 0.00478348, expected 134.19
E0208 10:54:05.230237 1439549 buffer_comparator.cc:157] Difference at 134: 0.580957, expected 129.948
E0208 10:54:05.230242 1439549 buffer_comparator.cc:157] Difference at 135: 0.462474, expected 121.109
E0208 10:54:05.230247 1439549 buffer_comparator.cc:157] Difference at 136: 0.490301, expected 128.046
E0208 10:54:05.230252 1439549 buffer_comparator.cc:157] Difference at 137: 0.441223, expected 127.654
2025-02-08 10:54:05.231567: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1180] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0208 10:54:05.368954 1439549 buffer_comparator.cc:157] Difference at 128: 0.44789, expected 130.164
E0208 10:54:05.369940 1439549 buffer_comparator.cc:157] Difference at 129: 0.195055, expected 131.047
E0208 10:54:05.369954 1439549 buffer_comparator.cc:157] Difference at 130: 0.709445, expected 136.419
E0208 10:54:05.369959 1439549 buffer_comparator.cc:157] Difference at 131: 0.597834, expected 139.266
E0208 10:54:05.369964 1439549 buffer_comparator.cc:157] Difference at 132: 0.16888, expected 126.449
E0208 10:54:05.369969 1439549 buffer_comparator.cc:157] Difference at 133: 0.00478348, expected 134.19
E0208 10:54:05.369974 1439549 buffer_comparator.cc:157] Difference at 134: 0.580957, expected 129.948
