"Model_ID" "Z" "X" "M" "L" "Teff" "Period" "logP" "V_Skewness" "V_acuteness" "V_M0" "V_err_M0" "V_A1" "V_A1_err" "V_phi1" "V_phi1_err" "V_R21" "V_R21_err" "V_R31" "V_R31_err" "V_P21" "V_P21_err" "V_P31" "V_P31_err" "I_Skewness" "I_acuteness" "I_M0" "I_err_M0" "I_A1" "I_A1_err" "I_phi1" "I_phi1_err" "I_R21" "I_R21_err" "I_R31" "I_R31_err" "I_P21" "I_P21_err" "I_P31" "I_P31_err" "FU_Lin_Period" "FU_Growth_rate" "FO_Lin_Period" "FO_Growth_rate"
3996 0.00048 0.75028 0.73 45 6050 0.68846 -0.162 -0.302 Inf 0.76 0 0.015 0 0.736 0 0.087 0 0.012 0 2.651 0 4.907 0.002 -0.288 Inf 0.14 0 0.007 0 0.264 0 0.114 0 0.018 0 3.545 0 6.199 0.002 0.68843 0.0013722 NA NA
3997 0.00048 0.75028 0.73 45 6100 0.66133 -0.18 -0.184 Inf 0.752 0 0.102 0 0.596 0 0.468 0 0.247 0 2.75 0 5.392 0 -0.156 0.795 0.147 0 0.056 0 0.18 0 0.528 0 0.292 0 3.528 0 0.324 0 0.66149 0.0047903 NA NA
3998 0.00048 0.75028 0.73 45 6150 0.63752 -0.196 -0.16 Inf 0.746 0 0.13 0 0.445 0 0.479 0 0.335 0 2.873 0 5.671 0 -0.137 0.802 0.156 0 0.076 0 0.038 0 0.498 0 0.368 0 3.625 0 0.582 0 0.63761 0.0073178 NA NA
3999 0.00048 0.75028 0.73 45 6200 0.61604 -0.21 -0.14 Inf 0.74 0 0.156 0 0.327 0 0.428 0 0.365 0 2.942 0 5.856 0 -0.13 0.818 0.165 0 0.096 0 6.236 0 0.418 0 0.381 0 3.616 0 0.673 0.001 0.61602 0.0092009 NA NA
4000 0.00048 0.75028 0.73 45 6250 0.59634 -0.225 -0.127 Inf 0.735 0 0.186 0 0.234 0 0.359 0 0.354 0 2.889 0.001 5.939 0.001 -0.126 0.835 0.174 0 0.118 0 6.185 0 0.339 0 0.36 0 3.454 0.001 0.633 0.001 0.5962 0.010189 NA NA
4001 0.00048 0.75028 0.73 45 6300 0.5781 -0.238 -0.116 Inf 0.731 0 0.217 0 0.143 0 0.303 0 0.321 0 2.708 0.001 5.89 0.001 -0.116 0.815 0.184 0 0.141 0 6.128 0 0.287 0 0.32 0 3.162 0.001 0.471 0.001 0.57785 0.010835 0.42895 0.0070705
4002 0.00048 0.75028 0.73 45 6350 0.56104 -0.251 -0.111 Inf 0.727 0 0.25 0 0.106 0 0.284 0 0.283 0 2.494 0.001 5.719 0.001 -0.106 0.802 0.193 0 0.163 0 6.117 0 0.277 0 0.277 0 2.865 0.001 0.197 0.001 0.56069 0.011237 0.41663 0.013004
4003 0.00048 0.75028 0.73 45 6400 0.54496 -0.264 -0.104 Inf 0.725 0 0.283 0 0.099 0 0.288 0 0.251 0 2.307 0.001 5.441 0.001 -0.215 0.876 0.204 0 0.184 0 6.128 0 0.286 0 0.241 0 2.63 0.001 6.136 0.001 0.54452 0.011327 0.40495 0.017728
4004 0.00048 0.75028 0.73 45 6450 0.52971 -0.276 -0.18 Inf 0.725 0 0.316 0 0.1 0 0.303 0 0.238 0 2.186 0.001 5.118 0.002 -0.214 0.938 0.217 0 0.203 0 6.14 0 0.3 0 0.228 0 2.485 0.002 5.787 0.002 0.5292 0.010941 0.3938 0.020314
4005 0.00048 0.75028 0.73 45 6500 0.5152 -0.288 -0.164 Inf 0.724 0 0.349 0 0.104 0 0.322 0 0.247 0 2.13 0.001 4.827 0.002 -0.178 1 0.23 0 0.22 0 6.151 0 0.31 0 0.233 0 2.409 0.002 5.48 0.002 0.51463 0.010553 0.38319 0.022903
4006 0.00048 0.75028 0.73 45 6550 0.50131 -0.3 -0.15 Inf 0.725 0 0.38 0 0.112 0.001 0.338 0.001 0.265 0.001 2.114 0.002 4.603 0.002 -0.147 1.114 0.244 0 0.237 0 6.168 0.001 0.32 0.001 0.251 0.001 2.384 0.002 5.229 0.003 0.50071 0.0099608 0.373 0.024661
4007 0.00048 0.75028 0.73 45 6600 0.48803 -0.312 -0.14 Inf 0.727 0 0.407 0 0.125 0.001 0.352 0.001 0.279 0.001 2.116 0.002 4.456 0.003 -0.14 Inf 0.257 0 0.252 0 6.193 0.001 0.333 0.001 0.27 0.001 2.38 0.002 5.04 0.003 0.48739 0.0091904 0.36322 0.025486
4012 0.00048 0.75028 0.73 45 6850 0.31918 -0.496 -0.187 Inf 0.661 0 0.275 0 0.124 0 0.224 0 0.133 0 2.869 0.001 6.037 0.002 -0.273 0.898 0.272 0 0.163 0 6.242 0 0.174 0 0.135 0 3.305 0.002 0.353 0.002 0.42826 0.0045897 0.31965 0.022283
4013 0.00048 0.75028 0.73 45 6900 0.31208 -0.506 -0.243 Inf 0.659 0 0.291 0 0.121 0 0.246 0 0.118 0 2.776 0.001 5.757 0.002 -0.246 0.953 0.282 0 0.172 0 6.252 0 0.207 0 0.119 0 3.169 0.001 6.23 0.002 0.41775 0.0036724 0.31188 0.020659
4014 0.00048 0.75028 0.73 45 6950 0.30441 -0.517 -0.285 Inf 0.656 0 0.303 0 0.112 0 0.265 0 0.107 0 2.709 0.001 5.485 0.002 -0.249 Inf 0.291 0 0.178 0 6.256 0 0.238 0 0.109 0 3.055 0.001 5.817 0.002 0.40758 0.0027354 0.30438 0.018636
4015 0.00048 0.75028 0.73 45 7000 0.29722 -0.527 -0.289 Inf 0.655 0 0.312 0 0.109 0 0.279 0 0.099 0 2.668 0 5.282 0.001 -0.292 Inf 0.301 0 0.183 0 6.266 0 0.265 0 0.106 0 2.969 0.001 5.482 0.002 0.39776 0.001801 0.29713 0.016277
4016 0.00048 0.75028 0.73 45 7050 0.29024 -0.537 -0.287 Inf 0.653 0 0.316 0 0.086 0 0.286 0 0.089 0 2.633 0 5.115 0.001 -0.289 Inf 0.31 0 0.186 0 6.258 0 0.285 0 0.103 0 2.886 0 5.185 0.001 0.38826 0.00095773 0.29012 0.014035
4017 0.00048 0.75028 0.73 45 7100 0.28347 -0.547 -0.286 Inf 0.651 0 0.316 0 0.067 0 0.285 0 0.08 0 2.603 0 5.026 0.001 -0.289 Inf 0.319 0 0.186 0 6.253 0 0.297 0 0.1 0 2.801 0 4.992 0.001 0.37912 0.00012296 0.28336 0.011468
4018 0.00048 0.75028 0.73 55 6000 0.84057 -0.075 -0.192 Inf 0.547 0 0.069 0 0.586 0 0.456 0 0.217 0 2.949 0 5.702 0 -0.164 0.567 -0.09 0 0.037 0 0.073 0 0.516 0 0.264 0 3.923 0 0.916 0 NA NA NA NA
4019 0.00048 0.75028 0.73 55 6050 0.80605 -0.094 -0.147 Inf 0.539 0 0.098 0 0.446 0 0.559 0 0.338 0 3.082 0 5.897 0 -0.134 0.558 -0.08 0 0.056 0 6.243 0 0.592 0 0.382 0 4 0 1.037 0 0.80646 0.010081 NA NA
4020 0.00048 0.75028 0.73 55 6100 0.77667 -0.11 -0.129 Inf 0.532 0 0.122 0 0.287 0 0.545 0 0.371 0 3.222 0 6.185 0.001 -0.116 0.562 -0.07 0 0.075 0 6.126 0 0.534 0 0.388 0 4.042 0 1.201 0.001 0.77696 0.013144 NA NA
4021 0.00048 0.75028 0.73 55 6150 0.75005 -0.125 -0.108 Inf 0.526 0 0.151 0 0.149 0 0.487 0 0.365 0 3.301 0.001 0.145 0.001 -0.101 0.595 -0.061 0 0.096 0 6.043 0 0.451 0 0.365 0 4 0.001 1.285 0.001 0.75019 0.015641 NA NA
4022 0.00048 0.75028 0.73 55 6200 0.72568 -0.139 -0.095 Inf 0.521 0 0.182 0 0.064 0.001 0.428 0.001 0.342 0.001 3.269 0.002 0.305 0.002 -0.091 0.639 -0.052 0 0.119 0 6.009 0.001 0.385 0.001 0.334 0.001 3.85 0.002 1.292 0.003 0.72567 0.016879 0.53569 0.0027259
4023 0.00048 0.75028 0.73 55 6250 0.70312 -0.153 -0.093 Inf 0.517 0 0.215 0 0.004 0.001 0.388 0.001 0.311 0.001 3.105 0.003 0.357 0.004 -0.09 0.681 -0.042 0 0.142 0 5.989 0.001 0.351 0.001 0.299 0.001 3.587 0.003 1.223 0.004 0.70295 0.017823 0.51971 0.011984
4024 0.00048 0.75028 0.73 55 6300 0.682 -0.166 -0.124 Inf 0.514 0 0.247 0 6.242 0.001 0.376 0.001 0.278 0.001 2.887 0.003 0.305 0.004 -0.089 0.698 -0.032 0 0.164 0 5.972 0.001 0.35 0.001 0.261 0.001 3.292 0.003 1.074 0.004 0.68167 0.018109 0.50459 0.019033
4025 0.00048 0.75028 0.73 55 6350 0.66209 -0.179 -0.118 Inf 0.511 0 0.28 0 6.235 0.001 0.389 0.001 0.25 0.001 2.685 0.003 0.135 0.004 -0.233 0.786 -0.022 0 0.186 0 5.984 0.001 0.375 0.001 0.231 0.001 3.048 0.003 0.832 0.004 0.66161 0.017797 0.49024 0.023737
4026 0.00048 0.75028 0.73 55 6400 0.64319 -0.192 -0.096 Inf 0.51 0 0.312 0 6.243 0.001 0.412 0.001 0.231 0.001 2.523 0.002 6.147 0.003 -0.227 0.916 -0.01 0 0.205 0 5.999 0.001 0.399 0.001 0.211 0.001 2.87 0.002 0.567 0.003 0.64261 0.017422 0.47654 0.028563
4027 0.00048 0.75028 0.73 55 6450 0.62526 -0.204 -0.169 Inf 0.51 0 0.342 0 6.262 0.001 0.435 0.001 0.234 0.001 2.407 0.002 5.803 0.003 -0.203 0.969 0.004 0 0.221 0 6.021 0 0.42 0 0.214 0 2.747 0.001 0.246 0.002 0.62456 0.016425 0.46349 0.030573
4028 0.00048 0.75028 0.73 55 6500 0.60807 -0.216 -0.158 Inf 0.51 0 0.371 0 0.003 0 0.453 0 0.258 0 2.33 0.001 5.473 0.002 -0.192 1.028 0.017 0 0.235 0 6.048 0 0.433 0 0.235 0 2.662 0.001 6.209 0.002 0.60732 0.015478 0.45093 0.033266
4029 0.00048 0.75028 0.73 55 6550 0.59164 -0.228 -0.149 Inf 0.511 0 0.398 0 0.026 0 0.463 0 0.285 0 2.282 0.001 5.222 0.002 -0.15 1.132 0.031 0 0.25 0 6.08 0 0.444 0 0.265 0 2.601 0.001 5.914 0.002 0.59083 0.014272 0.43889 0.034499
4030 0.00048 0.75028 0.73 55 6600 0.5759 -0.24 -0.138 Inf 0.514 0 0.421 0 0.042 0 0.468 0.001 0.306 0.001 2.252 0.001 5.058 0.002 -0.138 Inf 0.044 0 0.263 0 6.11 0.001 0.452 0.001 0.294 0.001 2.557 0.002 5.695 0.003 0.57505 0.012787 0.42733 0.034359
4031 0.00048 0.75028 0.73 55 6650 0.56076 -0.251 -0.159 Inf 0.52 0 0.439 0 0.054 0.001 0.471 0.001 0.321 0.001 2.234 0.002 4.935 0.003 -0.136 Inf 0.059 0 0.273 0 6.129 0.001 0.456 0.001 0.313 0.001 2.532 0.002 5.545 0.003 0.5599 0.011394 0.4162 0.034127
4035 0.00048 0.75028 0.73 55 6850 0.37541 -0.425 -0.198 Inf 0.44 0 0.281 0 0.19 0 0.16 0 0.149 0 2.902 0.001 0.403 0.001 -0.306 Inf 0.055 0 0.163 0 0.03 0 0.118 0 0.158 0 3.379 0.002 0.957 0.001 NA NA NA NA
4036 0.00048 0.75028 0.73 55 6900 0.36652 -0.436 -0.28 Inf 0.436 0 0.293 0 0.141 0 0.178 0 0.128 0 2.803 0 0.148 0.001 -0.283 0.923 0.066 0 0.169 0 6.276 0 0.141 0 0.131 0 3.25 0.001 0.636 0.001 0.49246 0.0037333 0.36647 0.023511
4037 0.00048 0.75028 0.73 55 6950 0.35757 -0.447 -0.263 Inf 0.433 0 0.302 0 0.13 0 0.187 0 0.117 0 2.748 0.001 6.203 0.002 -0.275 0.961 0.075 0 0.173 0 6.279 0 0.161 0 0.113 0 3.123 0.001 0.283 0.002 0.48041 0.0023404 0.35757 0.020418
4038 0.00048 0.75028 0.73 55 7000 0.34892 -0.457 -0.261 Inf 0.429 0 0.307 0 0.116 0 0.193 0 0.109 0 2.705 0 5.965 0 -0.259 Inf 0.084 0 0.176 0 6.279 0 0.177 0 0.103 0 3.012 0 6.186 0.001 0.4688 0.00093522 0.34899 0.016887
4039 0.00048 0.75028 0.73 65 5950 0.99873 -0.001 -0.174 Inf 0.37 0 0.067 0 0.499 0 0.538 0 0.289 0 3.213 0 6.266 0 -0.157 0.379 -0.281 0 0.037 0 6.196 0 0.567 0 0.33 0 4.328 0 1.706 0 0.99937 0.0090252 NA NA
4040 0.00048 0.75028 0.73 65 6000 0.95848 -0.018 -0.136 Inf 0.363 0 0.089 0 0.355 0 0.619 0 0.407 0 3.378 0 0.155 0 -0.125 0.385 -0.271 0 0.053 0 6.09 0 0.614 0 0.434 0 4.42 0 1.762 0 0.9592 0.015614 NA NA
4041 0.00048 0.75028 0.73 65 6050 0.92259 -0.035 -0.11 Inf 0.356 0 0.111 0 0.215 0 0.587 0 0.43 0 3.512 0 0.379 0.001 -0.106 0.416 -0.261 0 0.07 0 6.015 0 0.549 0 0.432 0 4.414 0.001 1.794 0.001 0.92315 0.019951 NA NA
4042 0.00048 0.75028 0.73 65 6100 0.89025 -0.05 -0.101 Inf 0.349 0 0.139 0 0.073 0 0.507 0 0.41 0 3.578 0.001 0.551 0.001 -0.094 0.456 -0.252 0 0.091 0 5.943 0 0.452 0 0.397 0 4.32 0.001 1.765 0.001 0.89063 0.023465 NA NA
4043 0.00048 0.75028 0.73 65 6150 0.86068 -0.065 -0.097 0.938 0.344 0 0.171 0 6.236 0 0.425 0.001 0.373 0.001 3.563 0.001 0.642 0.002 -0.091 0.515 -0.242 0 0.113 0 5.883 0 0.369 0.001 0.357 0.001 4.163 0.002 1.678 0.002 0.86083 0.025084 0.63233 0.0040407
4044 0.00048 0.75028 0.73 65 6200 0.83324 -0.079 -0.093 0.984 0.339 0 0.206 0 6.164 0.001 0.372 0.001 0.327 0.001 3.45 0.003 0.647 0.003 -0.09 0.603 -0.233 0 0.137 0 5.858 0.001 0.322 0.001 0.312 0.001 3.939 0.003 1.542 0.004 0.8332 0.02626 0.61326 0.015231
4045 0.00048 0.75028 0.73 65 6250 0.80763 -0.093 -0.088 1.037 0.335 0 0.24 0 6.139 0.001 0.36 0.001 0.274 0.001 3.279 0.004 0.583 0.005 -0.088 0.658 -0.223 0 0.161 0 5.866 0.001 0.316 0.001 0.259 0.001 3.689 0.004 1.367 0.006 0.80737 0.026414 0.5952 0.022925
4046 0.00048 0.75028 0.73 65 6300 0.78353 -0.106 -0.124 Inf 0.332 0 0.273 0 6.147 0.001 0.378 0.001 0.225 0.001 3.086 0.004 0.468 0.007 -0.089 0.678 -0.212 0 0.183 0 5.894 0.001 0.343 0.001 0.207 0.001 3.45 0.005 1.164 0.007 0.78307 0.026076 0.57805 0.029478
4047 0.00048 0.75028 0.73 65 6350 0.76072 -0.119 -0.123 Inf 0.331 0 0.306 0 6.169 0.001 0.413 0.001 0.187 0.001 2.896 0.003 0.273 0.006 -0.231 0.698 -0.201 0 0.204 0 5.931 0.001 0.387 0.001 0.168 0.001 3.241 0.003 0.908 0.006 0.76005 0.025001 0.56166 0.033749
4048 0.00048 0.75028 0.73 65 6400 0.73903 -0.131 -0.093 Inf 0.33 0 0.336 0 6.189 0.001 0.451 0.001 0.169 0.001 2.743 0.003 6.281 0.007 -0.231 0.727 -0.188 0 0.221 0 5.952 0.001 0.423 0.001 0.15 0.001 3.095 0.003 0.681 0.007 0.73821 0.023827 0.54602 0.037869
4049 0.00048 0.75028 0.73 65 6450 0.71834 -0.144 -0.169 Inf 0.33 0 0.364 0 6.209 0.001 0.487 0.001 0.176 0.001 2.623 0.002 5.96 0.004 -0.224 0.754 -0.174 0 0.235 0 5.971 0.001 0.457 0.001 0.155 0.001 2.982 0.002 0.416 0.004 0.71739 0.022055 0.53101 0.039676
4050 0.00048 0.75028 0.73 65 6500 0.69851 -0.156 -0.163 Inf 0.331 0 0.391 0 6.23 0.001 0.513 0.001 0.201 0.001 2.529 0.002 5.69 0.005 -0.197 0.984 -0.16 0 0.248 0 5.994 0.001 0.483 0.001 0.175 0.001 2.887 0.002 0.16 0.004 0.69752 0.020165 0.51662 0.040723
4051 0.00048 0.75028 0.73 65 6550 0.67962 -0.168 -0.156 Inf 0.332 0 0.414 0 6.248 0.001 0.529 0.001 0.231 0.001 2.457 0.001 5.503 0.003 -0.158 Inf -0.147 0 0.26 0 6.019 0 0.503 0 0.207 0 2.803 0.001 6.213 0.003 0.67852 0.018206 0.5028 0.04152
4052 0.00048 0.75028 0.73 65 6600 0.6614 -0.18 -0.147 Inf 0.336 0 0.433 0 6.259 0 0.534 0 0.254 0 2.415 0.001 5.36 0.002 -0.147 Inf -0.133 0 0.272 0 6.041 0 0.513 0 0.236 0 2.747 0.001 6.02 0.002 0.66028 0.015814 0.48947 0.040206
4054 0.00048 0.75028 0.73 65 6700 0.46371 -0.334 -0.328 Inf 0.265 0 0.236 0 0.162 0 0.094 0 0.153 0 4.001 0.002 1.184 0.001 -0.334 0.832 -0.158 0 0.143 0 0.006 0 0.094 0 0.158 0 4.747 0.002 1.679 0.001 0.62603 0.011284 0.46437 0.036153
4055 0.00048 0.75028 0.73 65 6750 0.45226 -0.345 -0.323 Inf 0.262 0 0.254 0 0.175 0 0.09 0 0.146 0 3.538 0.002 1.129 0.001 -0.326 Inf -0.146 0 0.151 0 0.018 0 0.077 0 0.153 0 4.377 0.002 1.634 0.001 0.60992 0.0091263 0.45252 0.033686
4056 0.00048 0.75028 0.73 65 6800 0.4412 -0.355 -0.318 Inf 0.258 0 0.267 0 0.179 0 0.104 0 0.134 0 3.136 0.001 1.025 0.001 -0.321 Inf -0.136 0 0.155 0 0.022 0 0.075 0 0.143 0 3.923 0.001 1.554 0.001 0.5944 0.0070522 0.44109 0.030799
4057 0.00048 0.75028 0.73 65 6850 0.42991 -0.367 -0.314 Inf 0.254 0 0.281 0 0.192 0 0.122 0 0.124 0 2.903 0.001 0.868 0.001 -0.311 Inf -0.125 0 0.16 0 0.034 0 0.082 0 0.133 0 3.574 0.001 1.426 0.001 0.57944 0.0049217 0.43006 0.027092
4058 0.00048 0.75028 0.73 65 6900 0.41962 -0.377 -0.309 Inf 0.25 0 0.288 0 0.188 0 0.133 0 0.113 0 2.773 0 0.694 0.001 -0.307 Inf -0.115 0 0.162 0 0.037 0 0.093 0 0.116 0 3.319 0.001 1.264 0.001 0.56504 0.0029793 0.41944 0.023383
4059 0.00048 0.75028 0.73 65 6950 0.4094 -0.388 -0.304 Inf 0.246 0 0.292 0 0.184 0 0.138 0 0.105 0 2.698 0 0.524 0 -0.305 Inf -0.106 0 0.164 0 0.047 0 0.109 0 0.096 0 3.113 0 1.029 0.001 0.55115 0.0010871 0.40921 0.019296
4060 0.00048 0.75028 0.73 75 6150 0.96962 -0.013 -0.093 0.883 0.187 0 0.189 0 6.094 0.001 0.366 0.001 0.372 0.001 3.726 0.002 1.073 0.002 -0.088 0.445 -0.398 0 0.127 0 5.769 0.001 0.304 0.001 0.349 0.001 4.241 0.002 2.029 0.002 0.96965 0.035586 0.70989 0.014851
4061 0.00048 0.75028 0.73 75 6200 0.93901 -0.027 -0.092 0.938 0.182 0 0.224 0 6.038 0.001 0.323 0.001 0.328 0.001 3.544 0.003 0.998 0.003 -0.087 0.515 -0.388 0 0.151 0 5.753 0.001 0.271 0.001 0.307 0.001 3.958 0.003 1.836 0.003 0.93879 0.036073 0.68876 0.024809
4062 0.00048 0.75028 0.73 75 6250 0.91025 -0.041 -0.092 0.961 0.179 0 0.259 0 6.032 0.001 0.316 0.001 0.278 0.001 3.35 0.003 0.861 0.004 -0.088 0.61 -0.378 0 0.174 0 5.776 0.001 0.274 0.001 0.259 0.001 3.699 0.004 1.606 0.004 0.90976 0.035185 0.66863 0.031362
4063 0.00048 0.75028 0.73 75 6300 0.88312 -0.054 -0.124 0.976 0.176 0 0.293 0 6.059 0.001 0.339 0.001 0.234 0.001 3.177 0.002 0.63 0.004 -0.235 0.681 -0.368 0 0.197 0 5.822 0.001 0.305 0.001 0.216 0.001 3.496 0.003 1.303 0.004 0.88243 0.034317 0.6495 0.038174
4064 0.00048 0.75028 0.73 75 6350 0.85736 -0.067 -0.124 0.976 0.175 0 0.325 0 6.099 0.001 0.38 0.001 0.197 0.001 3.031 0.004 0.303 0.006 -0.232 0.751 -0.356 0 0.217 0 5.869 0.001 0.349 0.001 0.181 0.001 3.348 0.004 0.935 0.007 0.85643 0.032329 0.63114 0.041934
4065 0.00048 0.75028 0.73 75 6400 0.83291 -0.079 -0.093 0.996 0.175 0 0.353 0 6.143 0.001 0.427 0.001 0.178 0.001 2.913 0.003 6.22 0.007 -0.231 0.754 -0.342 0 0.232 0 5.909 0.001 0.389 0.001 0.162 0.001 3.254 0.003 0.617 0.007 0.83176 0.029939 0.61359 0.044289
4066 0.00048 0.75028 0.73 75 6450 0.80989 -0.092 -0.17 Inf 0.175 0 0.38 0 6.181 0.001 0.475 0.001 0.181 0.001 2.803 0.004 5.859 0.008 -0.203 0.745 -0.328 0 0.245 0 5.943 0.001 0.432 0.001 0.16 0.001 3.166 0.003 0.299 0.007 0.80822 0.027364 0.59672 0.046033
4067 0.00048 0.75028 0.73 75 6500 0.7871 -0.104 -0.167 Inf 0.176 0 0.405 0 6.218 0.001 0.51 0.001 0.193 0.001 2.707 0.002 5.617 0.005 -0.201 0.751 -0.314 0 0.257 0 5.98 0.001 0.468 0.001 0.168 0.001 3.076 0.002 0.057 0.005 0.78572 0.024566 0.58051 0.046507
4068 0.00048 0.75028 0.73 75 6550 0.76558 -0.116 -0.162 Inf 0.178 0 0.426 0 6.25 0.001 0.536 0.001 0.209 0.001 2.633 0.002 5.47 0.004 -0.165 0.923 -0.3 0 0.268 0 6.019 0.001 0.5 0.001 0.187 0.001 2.995 0.002 6.156 0.004 0.76421 0.02191 0.56497 0.046524
4070 0.00048 0.75028 0.73 75 6650 0.53552 -0.271 -0.345 Inf 0.112 0 0.233 0 0.214 0 0.076 0 0.144 0 5.394 0.002 1.285 0.001 -0.346 Inf -0.322 0 0.141 0 0.064 0 0.111 0 0.148 0 5.849 0.002 1.703 0.001 0.72382 0.015636 0.53558 0.041835
4071 0.00048 0.75028 0.73 75 6700 0.52191 -0.282 -0.338 Inf 0.108 0 0.248 0 0.212 0 0.04 0 0.129 0 5.05 0.002 1.283 0.001 -0.341 Inf -0.312 0 0.147 0 0.061 0 0.082 0 0.133 0 5.7 0.001 1.719 0.001 0.70484 0.01253 0.5217 0.03827
4072 0.00048 0.75028 0.73 75 6750 0.50856 -0.294 -0.332 Inf 0.104 0 0.262 0 0.215 0 0.024 0 0.116 0 3.854 0.003 1.281 0.001 -0.336 Inf -0.301 0 0.152 0 0.063 0 0.055 0 0.123 0 5.434 0.002 1.739 0.001 0.68659 0.0096142 0.50834 0.03469
4073 0.00048 0.75028 0.73 75 6800 0.49572 -0.305 -0.328 Inf 0.1 0 0.273 0 0.22 0 0.046 0 0.106 0 3.007 0.003 1.243 0.001 -0.329 Inf -0.29 0 0.155 0 0.066 0 0.035 0 0.113 0 4.886 0.004 1.736 0.001 0.66903 0.0068355 0.49546 0.030541
4074 0.00048 0.75028 0.73 75 6850 0.48329 -0.316 -0.318 Inf 0.095 0 0.28 0 0.222 0 0.071 0 0.096 0 2.768 0.001 1.179 0.001 -0.322 Inf -0.28 0 0.157 0 0.068 0 0.033 0 0.104 0 4.089 0.003 1.718 0.001 0.65212 0.0040069 0.48303 0.025718
4075 0.00048 0.75028 0.73 75 6900 0.47133 -0.327 -0.316 Inf 0.09 0 0.281 0 0.211 0 0.089 0 0.087 0 2.66 0 1.091 0 -0.319 Inf -0.27 0 0.155 0 0.061 0 0.042 0 0.09 0 3.431 0.001 1.749 0.001 0.63586 0.0013054 0.47107 0.020105
4076 0.00048 0.75028 0.73 85 6300 0.98117 -0.008 -0.125 0.98 0.039 0 0.307 0 6.016 0.001 0.308 0.001 0.228 0.001 3.197 0.003 0.935 0.004 -0.25 0.621 -0.503 0 0.205 0 5.789 0.001 0.278 0.001 0.208 0.001 3.476 0.003 1.595 0.004 0.98003 0.042043 0.71909 0.044216
4077 0.00048 0.75028 0.73 85 6350 0.95245 -0.021 -0.124 0.984 0.038 0 0.339 0 6.045 0.001 0.342 0.001 0.204 0.001 3.062 0.003 0.591 0.006 -0.23 0.757 -0.492 0 0.225 0 5.825 0.001 0.313 0.001 0.186 0.001 3.345 0.004 1.228 0.006 0.95114 0.039286 0.6989 0.047659
4078 0.00048 0.75028 0.73 85 6400 0.92548 -0.034 -0.226 0.984 0.037 0 0.366 0 6.088 0.001 0.38 0.001 0.196 0.001 2.983 0.003 0.2 0.005 -0.23 0.832 -0.478 0 0.24 0 5.862 0.001 0.341 0.001 0.18 0.001 3.292 0.003 0.894 0.005 0.9236 0.035918 0.67943 0.049696
4079 0.00048 0.75028 0.73 85 6450 0.89901 -0.046 -0.197 1.062 0.037 0 0.391 0 6.143 0.001 0.425 0.001 0.205 0.001 2.912 0.003 6.069 0.006 -0.225 0.825 -0.464 0 0.252 0 5.908 0.001 0.376 0.001 0.184 0.001 3.252 0.003 0.524 0.006 0.89736 0.032738 0.66082 0.051364
4080 0.00048 0.75028 0.73 85 6500 0.87407 -0.058 -0.195 Inf 0.038 0 0.413 0 6.189 0.001 0.467 0.001 0.222 0.001 2.846 0.003 5.753 0.005 -0.203 0.825 -0.45 0 0.262 0 5.953 0.001 0.416 0.001 0.197 0.001 3.203 0.002 0.197 0.004 0.87228 0.028827 0.64284 0.050677
4082 0.00048 0.75028 0.73 85 6600 0.60943 -0.215 -0.353 Inf -0.021 0 0.228 0 0.304 0 0.122 0 0.16 0 0.312 0.001 1.631 0.001 -0.356 Inf -0.468 0 0.137 0 0.161 0 0.144 0 0.164 0 0.458 0.001 1.957 0.001 0.82531 0.020601 0.60903 0.045153
4083 0.00048 0.75028 0.73 85 6650 0.59345 -0.227 -0.352 Inf -0.025 0 0.244 0 0.298 0 0.097 0 0.136 0 0.329 0.001 1.523 0.001 -0.352 Inf -0.457 0 0.143 0 0.153 0 0.127 0 0.142 0 0.364 0.001 1.863 0.001 0.80325 0.016582 0.59304 0.041272
4084 0.00048 0.75028 0.73 85 6700 0.57805 -0.238 -0.348 Inf -0.029 0 0.256 0 0.289 0 0.069 0 0.115 0 0.442 0.001 1.466 0.001 -0.347 Inf -0.446 0 0.148 0 0.143 0 0.104 0 0.122 0 0.279 0.001 1.829 0.001 0.7821 0.012756 0.57767 0.036965
4085 0.00048 0.75028 0.73 85 6750 0.56302 -0.249 -0.336 Inf -0.033 0 0.267 0 0.326 0 0.051 0 0.09 0 0.83 0.001 1.542 0.001 -0.336 Inf -0.437 0 0.151 0 0.176 0 0.078 0 0.095 0 0.333 0.001 1.929 0.001 NA NA NA NA
4086 0.00048 0.75028 0.73 85 6800 0.54888 -0.261 -0.332 Inf -0.039 0 0.271 0 0.265 0 0.036 0 0.084 0 1.454 0.002 1.45 0.001 -0.339 Inf -0.426 0 0.151 0 0.117 0 0.051 0 0.09 0 0.106 0.002 1.901 0.001 0.74219 0.0054825 0.54856 0.02665
4087 0.00048 0.75028 0.73 85 6850 0.5351 -0.272 -0.331 Inf -0.045 0 0.269 0 0.244 0 0.047 0 0.071 0 1.974 0.001 1.487 0.001 -0.335 Inf -0.416 0 0.147 0 0.096 0 0.028 0 0.078 0 0.005 0.003 2.019 0.001 0.72336 0.0020913 0.5348 0.020856
