"Model_ID" "Z" "X" "M" "L" "Teff" "Period" "logP" "V_Skewness" "V_acuteness" "V_M0" "V_err_M0" "V_A1" "V_A1_err" "V_phi1" "V_phi1_err" "V_R21" "V_R21_err" "V_R31" "V_R31_err" "V_P21" "V_P21_err" "V_P31" "V_P31_err" "I_Skewness" "I_acuteness" "I_M0" "I_err_M0" "I_A1" "I_A1_err" "I_phi1" "I_phi1_err" "I_R21" "I_R21_err" "I_R31" "I_R31_err" "I_P21" "I_P21_err" "I_P31" "I_P31_err" "FU_Lin_Period" "FU_Growth_rate" "FO_Lin_Period" "FO_Growth_rate"
4088 0.00048 0.75028 0.73 95 6450 0.98688 -0.006 -0.2 1.096 -0.086 0 0.401 0.001 6.098 0.001 0.385 0.001 0.188 0.001 2.922 0.004 0.135 0.008 -0.227 0.883 -0.586 0 0.258 0 5.871 0.001 0.339 0.001 0.169 0.001 3.229 0.004 0.901 0.008 0.98504 0.037352 0.7234 0.053737
4089 0.00048 0.75028 0.73 95 6500 0.9594 -0.018 -0.197 Inf -0.085 0 0.422 0 6.146 0.001 0.419 0.001 0.216 0.001 2.883 0.003 6.067 0.005 -0.227 0.901 -0.572 0 0.268 0 5.915 0.001 0.367 0.001 0.192 0.001 3.209 0.003 0.542 0.005 0.95743 0.032012 0.7038 0.051295
4091 0.00048 0.75028 0.73 95 6600 0.66731 -0.176 -0.342 Inf -0.142 0 0.238 0 0.381 0 0.17 0 0.139 0 1.014 0.001 2.155 0.001 -0.356 Inf -0.587 0 0.138 0 0.233 0 0.174 0 0.138 0 1.108 0.001 2.434 0.001 0.90559 0.021849 0.66674 0.043889
4092 0.00048 0.75028 0.73 95 6650 0.6498 -0.187 -0.336 Inf -0.147 0 0.249 0 0.356 0 0.152 0 0.121 0 0.972 0 1.959 0.001 -0.34 Inf -0.577 0 0.143 0 0.213 0 0.156 0 0.126 0 0.958 0.001 2.2 0.001 0.88133 0.016896 0.64928 0.038641
4093 0.00048 0.75028 0.73 95 6700 0.63287 -0.199 -0.338 Inf -0.152 0 0.257 0 0.346 0 0.126 0 0.1 0 0.947 0.001 1.837 0.001 -0.346 Inf -0.566 0 0.145 0 0.201 0 0.136 0 0.106 0 0.804 0.001 2.115 0.001 0.85799 0.012299 0.63242 0.033553
4094 0.00048 0.75028 0.73 95 6750 0.61658 -0.21 -0.339 Inf -0.158 0 0.26 0 0.324 0 0.1 0 0.08 0 1.007 0.001 1.793 0.001 -0.35 Inf -0.557 0 0.144 0 0.178 0 0.111 0 0.087 0 0.669 0.001 2.121 0.001 0.83559 0.0077974 0.6162 0.027655
4095 0.00048 0.75028 0.73 95 6800 0.60088 -0.221 -0.334 Inf -0.164 0 0.256 0 0.293 0 0.08 0 0.064 0 1.196 0.001 1.823 0.001 -0.341 Inf -0.547 0 0.14 0 0.147 0 0.083 0 0.07 0 0.579 0.001 2.234 0.001 0.81404 0.0033668 0.60056 0.020865
4096 0.00048 0.75028 0.73 105 6600 0.72428 -0.14 -0.318 Inf -0.252 0 0.241 0 0.522 0 0.215 0 0.118 0 1.451 0.001 2.759 0.002 -0.323 Inf -0.694 0 0.137 0 0.363 0 0.205 0 0.106 0 1.586 0.001 3.027 0.002 0.98471 0.022225 0.72328 0.040191
4097 0.00048 0.75028 0.73 105 6650 0.70484 -0.152 -0.325 Inf -0.257 0 0.248 0 0.43 0 0.194 0 0.101 0 1.316 0 2.52 0.001 -0.338 Inf -0.685 0 0.139 0 0.28 0 0.182 0 0.095 0 1.353 0.001 2.696 0.001 0.95818 0.016505 0.70434 0.0345
4098 0.00048 0.75028 0.73 105 6700 0.68649 -0.163 -0.34 Inf -0.263 0 0.25 0 0.38 0 0.165 0 0.082 0 1.226 0 2.359 0.001 -0.349 Inf -0.675 0 0.138 0 0.233 0 0.155 0 0.082 0 1.131 0.001 2.538 0.001 0.93273 0.010798 0.68609 0.027557
4099 0.00048 0.75028 0.73 105 6750 0.66882 -0.175 -0.338 Inf -0.271 0 0.243 0 0.347 0 0.134 0 0.063 0 1.216 0 2.29 0.001 -0.345 Inf -0.667 0 0.132 0 0.2 0 0.126 0 0.066 0 0.946 0.001 2.531 0.001 0.90828 0.0056295 0.66852 0.02092
4100 0.00048 0.75028 0.73 105 6800 0.65181 -0.186 -0.347 Inf -0.279 0 0.222 0 0.342 0 0.103 0 0.049 0 1.243 0 2.495 0.001 -0.348 Inf -0.659 0 0.117 0 0.196 0 0.099 0 0.055 0 0.711 0.001 2.917 0.001 0.88479 0.00047791 0.6516 0.013246
4101 0.00048 0.75028 0.75 35 6150 0.51422 -0.289 -0.365 Inf 1.019 0 0.002 0 0.861 0 0.011 0 0 0 2.566 0.001 4.739 0.08 -0.308 Inf 0.429 0 0.001 0 0.56 0 0.004 0 0 0 6.209 0.003 2.327 0.043 0.5142 0.00039338 NA NA
4103 0.00048 0.75028 0.75 35 6250 0.47854 -0.32 -0.259 Inf 1.008 0 0.151 0 0.607 0 0.266 0 0.202 0 2.756 0.001 4.466 0.001 -0.246 Inf 0.446 0 0.086 0 0.277 0 0.276 0 0.23 0 3.369 0.001 5.432 0.001 0.47845 0.0034377 NA NA
4104 0.00048 0.75028 0.75 35 6300 0.46352 -0.334 -0.255 Inf 1.003 0 0.18 0 0.497 0 0.213 0 0.178 0 2.978 0.001 4.486 0.001 -0.246 Inf 0.453 0 0.107 0 0.185 0 0.207 0 0.195 0 3.551 0.001 5.409 0.001 NA NA NA NA
4105 0.00048 0.75028 0.75 35 6350 0.44911 -0.348 -0.231 Inf 0.998 0 0.21 0 0.409 0 0.162 0 0.138 0 3.107 0.002 4.277 0.003 -0.231 0.992 0.463 0 0.129 0 0.121 0 0.141 0.001 0.149 0.001 3.602 0.004 5.093 0.004 0.44889 0.0048561 0.33499 0.00093712
4106 0.00048 0.75028 0.75 35 6400 0.43604 -0.36 -0.23 Inf 0.995 0 0.24 0 0.316 0 0.114 0 0.119 0 3.048 0.004 3.936 0.004 -0.23 0.957 0.473 0 0.151 0 0.051 0.001 0.088 0.001 0.131 0.001 3.375 0.007 4.64 0.005 0.43571 0.0051427 0.32544 0.0048741
4107 0.00048 0.75028 0.75 35 6450 0.42363 -0.373 -0.228 Inf 0.992 0 0.271 0 0.252 0.001 0.092 0.001 0.126 0.001 2.723 0.007 3.569 0.005 -0.287 1.028 0.483 0 0.172 0 0.006 0.001 0.071 0.001 0.141 0.001 2.798 0.011 4.186 0.006 0.42333 0.0053033 0.31644 0.0082515
4108 0.00048 0.75028 0.75 35 6500 0.41194 -0.385 -0.282 Inf 0.991 0 0.301 0 0.206 0.001 0.102 0.001 0.148 0.001 2.345 0.006 3.347 0.005 -0.307 1.101 0.494 0 0.192 0 6.258 0.001 0.089 0.001 0.162 0.001 2.384 0.009 3.915 0.005 0.41161 0.005326 0.30788 0.010726
4115 0.00048 0.75028 0.75 35 6850 0.25719 -0.59 -0.287 Inf 0.94 0 0.266 0 0.163 0.001 0.314 0.001 0.07 0.001 2.55 0.002 5.502 0.008 -0.231 Inf 0.545 0 0.159 0 6.279 0.001 0.268 0.001 0.065 0.001 2.889 0.003 6.172 0.009 0.34286 0.0030891 0.25735 0.014441
4116 0.00048 0.75028 0.75 35 6900 0.2515 -0.599 -0.287 Inf 0.938 0 0.289 0 0.178 0 0.347 0 0.061 0 2.425 0.001 5.133 0.006 -0.286 Inf 0.555 0 0.172 0 0.026 0 0.317 0 0.057 0 2.729 0.001 5.563 0.006 0.33449 0.0026406 0.25118 0.01381
4117 0.00048 0.75028 0.75 35 6950 0.24533 -0.61 -0.284 Inf 0.938 0 0.305 0 0.178 0 0.371 0 0.06 0 2.358 0.001 4.84 0.003 -0.286 Inf 0.564 0 0.182 0 0.04 0 0.354 0 0.062 0 2.633 0.001 5.091 0.003 0.32641 0.0021508 0.24521 0.012797
4118 0.00048 0.75028 0.75 35 7000 0.23924 -0.621 -0.277 Inf 0.939 0 0.317 0 0.17 0 0.388 0 0.06 0 2.308 0.001 4.693 0.004 -0.281 Inf 0.575 0 0.191 0 0.045 0 0.385 0 0.072 0 2.557 0.001 4.835 0.004 0.3186 0.0017083 0.23946 0.011836
4119 0.00048 0.75028 0.75 35 7050 0.23385 -0.631 -0.267 Inf 0.939 0 0.327 0 0.15 0 0.395 0 0.061 0 2.269 0.001 4.629 0.003 -0.278 Inf 0.585 0 0.198 0 0.037 0 0.403 0 0.079 0 2.493 0.001 4.69 0.002 0.31107 0.0012774 0.2339 0.010688
4120 0.00048 0.75028 0.75 35 7100 0.22853 -0.641 -0.26 Inf 0.939 0 0.334 0 0.125 0 0.399 0 0.062 0 2.245 0 4.6 0.002 -0.28 Inf 0.596 0 0.202 0 0.021 0 0.414 0 0.078 0 2.449 0 4.616 0.002 0.30379 0.00082425 0.22852 0.0093251
4121 0.00048 0.75028 0.75 35 7150 0.22345 -0.651 -0.263 Inf 0.939 0 0.337 0 0.091 0 0.394 0 0.063 0 2.229 0 4.607 0.002 -0.279 Inf 0.607 0 0.203 0 6.278 0 0.412 0 0.075 0 2.406 0 4.598 0.002 0.29674 0.00041503 0.22332 0.008028
4122 0.00048 0.75028 0.75 35 7200 0.21844 -0.661 -0.272 Inf 0.938 0 0.338 0 0.066 0 0.383 0 0.062 0 2.219 0 4.652 0.003 -0.276 Inf 0.617 0 0.203 0 6.259 0 0.404 0 0.071 0 2.366 0.001 4.635 0.003 0.28991 0.000019423 0.21828 0.0066425
4123 0.00048 0.75028 0.75 45 6050 0.67686 -0.17 -0.314 Inf 0.761 0 0.002 0 0.738 0 0.005 0 0.008 0 5.759 0.002 4.935 0.001 -0.331 Inf 0.14 0 0.001 0 0.358 0 0.035 0 0.024 0 3.521 0.001 2.906 0.001 0.67683 0.00048489 NA NA
4124 0.00048 0.75028 0.75 45 6100 0.65009 -0.187 -0.195 Inf 0.752 0 0.1 0 0.64 0 0.436 0 0.22 0 2.675 0 5.266 0 -0.173 Inf 0.147 0 0.054 0 0.24 0 0.501 0 0.265 0 3.422 0 0.15 0 0.65023 0.0038175 NA NA
4125 0.00048 0.75028 0.75 45 6150 0.62653 -0.203 -0.162 Inf 0.746 0 0.129 0 0.493 0 0.457 0 0.322 0 2.794 0 5.51 0 -0.141 0.828 0.156 0 0.074 0 0.093 0 0.484 0 0.358 0 3.532 0 0.401 0 0.62659 0.00611 NA NA
4126 0.00048 0.75028 0.75 45 6200 0.60534 -0.218 -0.139 Inf 0.74 0 0.156 0 0.372 0 0.408 0 0.354 0 2.872 0 5.669 0 -0.128 0.838 0.166 0 0.095 0 6.283 0 0.405 0 0.374 0 3.542 0 0.481 0 0.6053 0.0080392 NA NA
4127 0.00048 0.75028 0.75 45 6250 0.58598 -0.232 -0.127 Inf 0.735 0 0.185 0 0.281 0 0.336 0 0.341 0 2.833 0.001 5.733 0.001 -0.123 0.835 0.174 0 0.116 0 6.231 0 0.32 0 0.351 0 3.395 0.001 0.428 0.001 0.58583 0.0089432 NA NA
4128 0.00048 0.75028 0.75 45 6300 0.56802 -0.246 -0.117 Inf 0.731 0 0.217 0 0.187 0 0.275 0 0.305 0 2.666 0.001 5.675 0.001 -0.113 0.818 0.183 0 0.139 0 6.172 0 0.261 0 0.307 0 3.113 0.001 0.256 0.001 0.56776 0.0096197 0.42177 0.005987
4129 0.00048 0.75028 0.75 45 6350 0.55126 -0.259 -0.11 Inf 0.727 0 0.249 0 0.143 0 0.253 0 0.264 0 2.449 0.001 5.494 0.001 -0.109 0.805 0.193 0 0.161 0 6.154 0 0.248 0 0.262 0 2.809 0.001 6.253 0.001 0.55091 0.0099462 0.40965 0.011324
4130 0.00048 0.75028 0.75 45 6400 0.53548 -0.271 -0.106 Inf 0.725 0 0.282 0 0.131 0 0.255 0 0.233 0 2.263 0.001 5.207 0.002 -0.214 0.887 0.204 0 0.183 0 6.161 0 0.255 0 0.227 0 2.568 0.002 5.89 0.002 0.53506 0.01007 0.39818 0.01594
4131 0.00048 0.75028 0.75 45 6450 0.52051 -0.284 -0.181 Inf 0.725 0 0.316 0 0.125 0 0.27 0 0.222 0 2.145 0.002 4.885 0.002 -0.214 0.957 0.216 0 0.202 0 6.167 0 0.268 0 0.215 0 2.424 0.002 5.532 0.003 0.52001 0.0098686 0.38723 0.019032
4132 0.00048 0.75028 0.75 45 6500 0.50627 -0.296 -0.161 Inf 0.724 0 0.349 0 0.124 0 0.29 0 0.233 0 2.099 0.002 4.613 0.002 -0.184 1.049 0.23 0 0.22 0 6.174 0 0.28 0 0.221 0 2.359 0.002 5.237 0.003 0.50573 0.0094481 0.37681 0.020891
4133 0.00048 0.75028 0.75 45 6550 0.49265 -0.307 -0.149 Inf 0.725 0 0.381 0 0.129 0 0.31 0.001 0.252 0.001 2.096 0.002 4.418 0.002 -0.147 Inf 0.244 0 0.237 0 6.188 0.001 0.291 0.001 0.239 0.001 2.347 0.002 5.013 0.003 0.49207 0.0089856 0.36681 0.022969
4134 0.00048 0.75028 0.75 45 6600 0.47958 -0.319 -0.139 Inf 0.727 0 0.408 0 0.136 0.001 0.328 0.001 0.266 0.001 2.106 0.002 4.293 0.003 -0.142 Inf 0.257 0 0.253 0 6.208 0.001 0.309 0.001 0.257 0.001 2.36 0.002 4.851 0.003 0.47901 0.0083441 0.35722 0.023839
4139 0.00048 0.75028 0.75 45 6850 0.3146 -0.502 -0.246 Inf 0.662 0 0.278 0 0.122 0 0.245 0 0.123 0 2.816 0.001 5.848 0.003 -0.272 0.919 0.273 0 0.165 0 6.241 0 0.195 0 0.123 0 3.227 0.002 0.161 0.003 0.42101 0.0041901 0.31448 0.02082
4140 0.00048 0.75028 0.75 45 6900 0.30678 -0.513 -0.245 Inf 0.66 0 0.295 0 0.124 0 0.268 0 0.11 0 2.726 0.001 5.555 0.002 -0.246 1.008 0.282 0 0.174 0 6.255 0 0.23 0 0.11 0 3.1 0.001 6.012 0.002 0.41068 0.0033342 0.30685 0.019251
4141 0.00048 0.75028 0.75 45 6950 0.29951 -0.524 -0.287 Inf 0.658 0 0.307 0 0.119 0 0.29 0 0.103 0 2.663 0 5.269 0.001 -0.244 Inf 0.292 0 0.181 0 6.263 0 0.264 0 0.106 0 2.997 0.001 5.588 0.002 0.4007 0.0024939 0.29949 0.017364
4142 0.00048 0.75028 0.75 45 7000 0.29246 -0.534 -0.286 Inf 0.657 0 0.315 0 0.104 0 0.303 0 0.093 0 2.617 0 5.075 0.001 -0.284 Inf 0.301 0 0.186 0 6.261 0 0.291 0 0.103 0 2.91 0 5.262 0.001 0.39107 0.0016853 0.29238 0.015331
4143 0.00048 0.75028 0.75 45 7050 0.28564 -0.544 -0.286 Inf 0.655 0 0.318 0 0.082 0 0.309 0 0.086 0 2.586 0 4.933 0.001 -0.281 Inf 0.31 0 0.188 0 6.253 0 0.31 0 0.103 0 2.834 0 5.016 0.001 0.38176 0.00092105 0.28551 0.013253
4144 0.00048 0.75028 0.75 45 7100 0.2789 -0.555 -0.284 Inf 0.654 0 0.32 0 0.064 0 0.31 0 0.076 0 2.553 0 4.855 0.001 -0.29 Inf 0.32 0 0.19 0 6.248 0 0.322 0 0.099 0 2.755 0 4.846 0.001 0.37276 0.00017274 0.27887 0.010993
4145 0.00048 0.75028 0.75 55 6000 0.82467 -0.084 -0.197 Inf 0.547 0 0.067 0 0.628 0 0.414 0 0.181 0 2.849 0 5.52 0 -0.171 0.631 -0.089 0 0.035 0 0.141 0 0.478 0 0.226 0 3.772 0 0.655 0 0.82493 0.0039681 NA NA
4146 0.00048 0.75028 0.75 55 6050 0.79197 -0.101 -0.157 Inf 0.539 0 0.097 0 0.488 0 0.538 0 0.311 0 2.993 0 5.747 0 -0.14 0.605 -0.08 0 0.055 0 0.013 0 0.583 0 0.359 0 3.888 0 0.851 0 0.79231 0.0084107 NA NA
4147 0.00048 0.75028 0.75 55 6100 0.76298 -0.117 -0.133 Inf 0.533 0 0.122 0 0.328 0 0.539 0 0.356 0 3.136 0 6.052 0 -0.125 0.605 -0.07 0 0.074 0 6.17 0 0.538 0 0.379 0 3.951 0 1.057 0.001 0.76324 0.011508 NA NA
4148 0.00048 0.75028 0.75 55 6150 0.73679 -0.133 -0.111 Inf 0.527 0 0.15 0 0.193 0 0.488 0 0.362 0 3.216 0.001 0.032 0.001 -0.102 0.626 -0.061 0 0.095 0 6.085 0 0.459 0 0.366 0 3.922 0.001 1.176 0.001 0.73689 0.01377 NA NA
4149 0.00048 0.75028 0.75 55 6200 0.71282 -0.147 -0.098 Inf 0.522 0 0.181 0 0.109 0 0.427 0.001 0.349 0.001 3.179 0.002 0.196 0.002 -0.093 0.669 -0.052 0 0.118 0 6.05 0.001 0.389 0.001 0.344 0.001 3.769 0.002 1.195 0.002 0.71277 0.015164 0.52664 0.002395
4150 0.00048 0.75028 0.75 55 6250 0.69065 -0.161 -0.126 Inf 0.517 0 0.213 0 0.039 0.001 0.382 0.001 0.323 0.001 3.012 0.002 0.235 0.003 -0.093 0.721 -0.042 0 0.14 0 6.021 0.001 0.349 0.001 0.313 0.001 3.498 0.003 1.111 0.003 0.69046 0.015964 0.51091 0.010822
4151 0.00048 0.75028 0.75 55 6300 0.66992 -0.174 -0.124 Inf 0.514 0 0.246 0 6.271 0.001 0.366 0.001 0.292 0.001 2.796 0.002 0.156 0.003 -0.093 0.761 -0.032 0 0.163 0 5.998 0.001 0.344 0.001 0.277 0.001 3.205 0.002 0.937 0.003 0.66958 0.016398 0.49605 0.017918
4152 0.00048 0.75028 0.75 55 6350 0.65038 -0.187 -0.117 Inf 0.511 0 0.279 0 6.263 0.001 0.376 0.001 0.263 0.001 2.596 0.002 6.237 0.003 -0.233 0.845 -0.022 0 0.185 0 6.011 0.001 0.365 0.001 0.246 0.001 2.959 0.002 0.657 0.003 0.64991 0.016001 0.48193 0.021793
4153 0.00048 0.75028 0.75 55 6400 0.63188 -0.199 -0.094 Inf 0.51 0 0.311 0 6.272 0 0.396 0.001 0.246 0.001 2.441 0.002 5.953 0.003 -0.225 0.938 -0.01 0 0.204 0 6.027 0 0.386 0 0.227 0 2.782 0.001 0.372 0.002 0.63129 0.01573 0.46848 0.02669
4154 0.00048 0.75028 0.75 55 6450 0.61427 -0.212 -0.169 Inf 0.51 0 0.342 0 0.007 0 0.415 0 0.249 0 2.335 0.001 5.609 0.002 -0.203 0.976 0.004 0 0.22 0 6.05 0 0.403 0 0.23 0 2.666 0.001 0.041 0.002 0.61359 0.014916 0.45565 0.028916
4155 0.00048 0.75028 0.75 55 6500 0.59751 -0.224 -0.16 Inf 0.51 0 0.373 0 0.029 0 0.43 0 0.272 0 2.269 0.001 5.29 0.002 -0.192 1.024 0.017 0 0.235 0 6.076 0 0.412 0 0.25 0 2.589 0.001 6.006 0.002 0.59669 0.013962 0.44333 0.031005
4156 0.00048 0.75028 0.75 55 6550 0.58134 -0.236 -0.146 Inf 0.512 0 0.4 0 0.049 0 0.441 0 0.296 0 2.23 0.001 5.06 0.002 -0.146 Inf 0.031 0 0.25 0 6.106 0 0.423 0 0.278 0 2.538 0.001 5.731 0.002 0.58054 0.012999 0.43154 0.032529
4157 0.00048 0.75028 0.75 55 6600 0.56591 -0.247 -0.136 Inf 0.515 0 0.423 0 0.064 0.001 0.446 0.001 0.313 0.001 2.207 0.002 4.904 0.002 -0.139 Inf 0.045 0 0.264 0 6.134 0.001 0.431 0.001 0.303 0.001 2.503 0.002 5.524 0.003 0.56506 0.011646 0.42016 0.032665
4161 0.00048 0.75028 0.75 55 6800 0.37983 -0.42 -0.193 Inf 0.444 0 0.269 0 0.133 0 0.169 0 0.158 0 3.001 0.002 0.397 0.002 -0.304 0.898 0.046 0 0.16 0 6.255 0 0.125 0 0.164 0 3.456 0.003 0.962 0.002 0.50905 0.0060724 0.37891 0.027208
4162 0.00048 0.75028 0.75 55 6850 0.36973 -0.432 -0.193 Inf 0.44 0 0.284 0 0.13 0 0.182 0 0.14 0 2.872 0 0.181 0.001 -0.294 0.908 0.056 0 0.165 0 6.255 0 0.136 0 0.146 0 3.335 0.001 0.754 0.001 0.49633 0.0047546 0.36952 0.025045
4163 0.00048 0.75028 0.75 55 6900 0.36059 -0.443 -0.259 Inf 0.437 0 0.296 0 0.121 0 0.195 0 0.126 0 2.786 0 6.231 0.001 -0.276 0.934 0.066 0 0.172 0 6.258 0 0.158 0 0.128 0 3.203 0.001 0.418 0.001 0.48408 0.0034774 0.36047 0.022473
4164 0.00048 0.75028 0.75 55 6950 0.35184 -0.454 -0.257 Inf 0.434 0 0.305 0 0.111 0 0.206 0 0.115 0 2.737 0.001 5.983 0.001 -0.263 0.988 0.075 0 0.176 0 6.261 0 0.181 0 0.113 0 3.096 0.001 0.033 0.001 0.47225 0.0022285 0.35174 0.019735
4165 0.00048 0.75028 0.75 55 7000 0.34345 -0.464 -0.26 Inf 0.431 0 0.31 0 0.101 0 0.213 0 0.107 0 2.701 0 5.759 0 -0.256 Inf 0.084 0 0.179 0 6.265 0 0.198 0 0.105 0 3.001 0 5.949 0.001 0.46085 0.00097708 0.34332 0.016471
4166 0.00048 0.75028 0.75 65 5950 0.98114 -0.008 -0.174 Inf 0.371 0 0.065 0 0.538 0 0.494 0 0.249 0 3.115 0 6.084 0 -0.162 0.422 -0.281 0 0.035 0 6.253 0 0.533 0 0.29 0 4.193 0 1.47 0 0.98169 0.0074869 NA NA
4167 0.00048 0.75028 0.75 65 6000 0.94142 -0.026 -0.145 Inf 0.363 0 0.088 0 0.391 0 0.598 0 0.381 0 3.275 0 6.249 0 -0.136 0.435 -0.271 0 0.052 0 6.135 0 0.609 0 0.418 0 4.299 0 1.546 0 0.94205 0.013332 NA NA
4168 0.00048 0.75028 0.75 65 6050 0.90605 -0.043 -0.123 Inf 0.356 0 0.111 0 0.248 0 0.582 0 0.414 0 3.418 0 0.205 0.001 -0.104 0.443 -0.261 0 0.069 0 6.05 0 0.556 0 0.425 0 4.316 0 1.614 0.001 0.90658 0.01758 NA NA
4169 0.00048 0.75028 0.75 65 6100 0.87421 -0.058 -0.107 Inf 0.35 0 0.139 0 0.104 0 0.511 0 0.399 0 3.495 0.001 0.401 0.001 -0.093 0.484 -0.251 0 0.09 0 5.971 0 0.464 0 0.391 0 4.243 0.001 1.618 0.001 0.87453 0.020596 NA NA
4170 0.00048 0.75028 0.75 65 6150 0.84513 -0.073 -0.097 Inf 0.344 0 0.171 0 6.27 0 0.434 0.001 0.363 0 3.49 0.001 0.517 0.002 -0.091 0.553 -0.242 0 0.113 0 5.915 0 0.381 0.001 0.351 0.001 4.098 0.002 1.556 0.002 0.84525 0.022278 0.62161 0.0026516
4171 0.00048 0.75028 0.75 65 6200 0.81822 -0.087 -0.091 Inf 0.339 0 0.205 0 6.204 0.001 0.385 0.001 0.317 0.001 3.383 0.003 0.55 0.004 -0.091 0.616 -0.233 0 0.136 0 5.895 0.001 0.337 0.001 0.304 0.001 3.883 0.003 1.449 0.004 0.81816 0.02366 0.60284 0.014104
4172 0.00048 0.75028 0.75 65 6250 0.79309 -0.101 -0.09 Inf 0.336 0 0.239 0 6.178 0.001 0.374 0.001 0.267 0.001 3.203 0.004 0.517 0.005 -0.088 0.658 -0.223 0 0.159 0 5.902 0.001 0.333 0.001 0.254 0.001 3.623 0.004 1.305 0.006 0.79283 0.023711 0.58506 0.020963
4173 0.00048 0.75028 0.75 65 6300 0.76948 -0.114 -0.124 Inf 0.333 0 0.272 0 6.177 0.002 0.389 0.002 0.225 0.002 2.998 0.005 0.427 0.009 -0.089 0.658 -0.212 0 0.182 0 5.922 0.002 0.359 0.002 0.207 0.002 3.369 0.005 1.129 0.009 0.769 0.023682 0.5682 0.028111
4174 0.00048 0.75028 0.75 65 6350 0.74713 -0.127 -0.121 Inf 0.331 0 0.305 0 6.187 0.001 0.419 0.001 0.193 0.001 2.808 0.003 0.244 0.007 -0.229 0.701 -0.201 0 0.203 0 5.948 0.001 0.397 0.001 0.173 0.001 3.155 0.003 0.89 0.007 0.74647 0.022673 0.55213 0.031832
4175 0.00048 0.75028 0.75 65 6400 0.72588 -0.139 -0.093 Inf 0.331 0 0.335 0 6.201 0.001 0.453 0.001 0.18 0.001 2.66 0.003 6.245 0.005 -0.23 0.776 -0.188 0 0.22 0 5.965 0.001 0.429 0.001 0.16 0.001 3.009 0.002 0.656 0.005 0.72508 0.021766 0.53674 0.036323
4176 0.00048 0.75028 0.75 65 6450 0.70565 -0.151 -0.166 Inf 0.332 0 0.363 0 6.258 0.001 0.49 0.001 0.191 0.001 2.559 0.002 5.923 0.003 -0.197 0.866 -0.175 0 0.234 0 6.02 0 0.466 0 0.17 0 2.926 0.001 0.376 0.003 NA NA NA NA
4177 0.00048 0.75028 0.75 65 6500 0.68622 -0.164 -0.162 Inf 0.331 0 0.391 0 6.241 0.001 0.505 0.001 0.22 0.001 2.465 0.002 5.627 0.004 -0.194 1.053 -0.16 0 0.247 0 6.006 0.001 0.478 0.001 0.195 0.001 2.815 0.002 0.091 0.003 0.6852 0.018411 0.50786 0.039031
4178 0.00048 0.75028 0.75 65 6550 0.66765 -0.175 -0.153 Inf 0.333 0 0.414 0 6.259 0 0.516 0.001 0.251 0.001 2.404 0.001 5.425 0.003 -0.154 Inf -0.147 0 0.26 0 6.033 0 0.493 0.001 0.228 0 2.74 0.001 6.124 0.002 0.66661 0.01667 0.49432 0.039629
4179 0.00048 0.75028 0.75 65 6600 0.64982 -0.187 -0.143 Inf 0.337 0 0.434 0 6.273 0 0.521 0 0.276 0 2.355 0.001 5.292 0.002 -0.151 Inf -0.133 0 0.271 0 6.057 0 0.502 0.001 0.258 0 2.677 0.001 5.948 0.002 0.64876 0.014587 0.48123 0.038956
4182 0.00048 0.75028 0.75 65 6750 0.44584 -0.351 -0.321 Inf 0.263 0 0.259 0 0.157 0 0.11 0 0.154 0 3.35 0.002 1.023 0.002 -0.313 Inf -0.146 0 0.154 0 6.283 0 0.086 0 0.161 0 4.035 0.003 1.539 0.002 0.59935 0.0084685 0.44495 0.032629
4183 0.00048 0.75028 0.75 65 6800 0.43379 -0.363 -0.314 Inf 0.259 0 0.27 0 0.171 0 0.123 0 0.14 0 3.057 0.001 0.904 0.001 -0.311 Inf -0.135 0 0.158 0 0.014 0 0.087 0 0.149 0 3.699 0.001 1.438 0.001 0.58414 0.0065611 0.43375 0.029899
4184 0.00048 0.75028 0.75 65 6850 0.4228 -0.374 -0.303 Inf 0.255 0 0.283 0 0.177 0 0.139 0 0.127 0 2.866 0.001 0.723 0.001 -0.309 Inf -0.124 0 0.162 0 0.02 0 0.097 0 0.136 0 3.437 0.001 1.282 0.001 0.56948 0.0046371 0.42293 0.02645
4185 0.00048 0.75028 0.75 65 6900 0.41268 -0.384 -0.304 Inf 0.251 0 0.293 0 0.174 0 0.149 0 0.117 0 2.767 0 0.522 0 -0.304 Inf -0.114 0 0.166 0 0.026 0 0.111 0 0.118 0 3.255 0.001 1.051 0.001 0.55536 0.0028576 0.41251 0.022932
4186 0.00048 0.75028 0.75 65 6950 0.40262 -0.395 -0.299 Inf 0.247 0 0.296 0 0.163 0 0.153 0 0.107 0 2.687 0 0.32 0 -0.296 Inf -0.106 0 0.167 0 0.029 0 0.125 0 0.098 0 3.075 0.001 0.754 0.001 0.54171 0.0011088 0.40244 0.018971
4187 0.00048 0.75028 0.75 75 6100 0.98405 -0.007 -0.095 0.852 0.193 0 0.155 0 6.23 0 0.454 0 0.409 0 3.745 0.001 0.921 0.002 -0.092 0.416 -0.407 0 0.104 0 5.849 0 0.387 0 0.386 0 4.405 0.001 2.039 0.002 0.98434 0.030608 0.71996 0.0008627
