	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
334	361	0.00038	0.75053	0.59	75	6800	0.56589	-0.247	0.093	0.0	0.233	0.0	0.404	0.0	0.136	0.0	0.066	0.0	1.191	0.0	2.419	0.001	-0.343	inf	-0.291	0.0	0.124	0.0	0.246	0.0	0.134	0.0	0.07	0.0	0.921	0.001	2.823	0.001
335	362	0.00038	0.75053	0.59	75	6850	0.55159	-0.258	0.086	0.0	0.217	0.0	0.398	0.0	0.108	0.0	0.053	0.0	1.197	0.0	2.526	0.001	-0.349	inf	-0.283	0.0	0.112	0.0	0.239	0.0	0.11	0.0	0.064	0.0	0.734	0.001	3.112	0.001
355	387	0.00038	0.75053	0.61	35	6900	0.28415	-0.546	0.932	0.0	0.266	0.0	0.15	0.0	0.203	0.0	0.142	0.0	2.965	0.002	6.185	0.003	-0.188	0.866	0.555	0.0	0.156	0.0	6.267	0.0	0.162	0.0	0.144	0.0	3.465	0.003	0.459	0.003
356	388	0.00038	0.75053	0.61	35	6950	0.27713	-0.557	0.93	0.0	0.281	0.0	0.151	0.0	0.219	0.0	0.126	0.0	2.872	0.001	5.965	0.002	-0.253	0.912	0.564	0.0	0.164	0.0	6.282	0.0	0.189	0.0	0.127	0.0	3.293	0.001	0.104	0.002
357	389	0.00038	0.75053	0.61	35	7000	0.27043	-0.568	0.927	0.0	0.294	0.0	0.149	0.0	0.235	0.0	0.114	0.0	2.797	0.0	5.726	0.001	-0.251	1.0	0.573	0.0	0.171	0.0	0.012	0.0	0.217	0.0	0.114	0.0	3.148	0.001	6.011	0.001
358	390	0.00038	0.75053	0.61	35	7050	0.26408	-0.578	0.926	0.0	0.302	0.0	0.14	0.0	0.246	0.0	0.101	0.0	2.747	0.001	5.549	0.001	-0.273	inf	0.582	0.0	0.176	0.0	0.019	0.0	0.241	0.0	0.106	0.0	3.032	0.001	5.687	0.001
359	391	0.00038	0.75053	0.61	35	7100	0.2579	-0.589	0.925	0.0	0.306	0.0	0.125	0.0	0.253	0.0	0.09	0.0	2.713	0.0	5.404	0.001	-0.288	inf	0.592	0.0	0.18	0.0	0.018	0.0	0.261	0.0	0.099	0.0	2.934	0.0	5.403	0.001
360	392	0.00038	0.75053	0.61	35	7150	0.25191	-0.599	0.923	0.0	0.304	0.0	0.103	0.0	0.253	0.0	0.079	0.0	2.683	0.0	5.314	0.001	-0.287	inf	0.601	0.0	0.179	0.0	0.011	0.0	0.272	0.0	0.093	0.0	2.835	0.0	5.206	0.001
376	410	0.00038	0.75053	0.61	45	6850	0.35684	-0.448	0.657	0.0	0.257	0.0	0.21	0.0	0.12	0.0	0.158	0.0	3.289	0.003	0.793	0.002	-0.316	inf	0.273	0.0	0.149	0.0	0.042	0.0	0.095	0.0	0.161	0.0	4.044	0.003	1.377	0.002
377	411	0.00038	0.75053	0.61	45	6900	0.34803	-0.458	0.654	0.0	0.27	0.0	0.211	0.0	0.13	0.0	0.144	0.0	3.032	0.001	0.637	0.001	-0.313	inf	0.284	0.0	0.154	0.0	0.047	0.0	0.097	0.0	0.15	0.0	3.727	0.002	1.215	0.001
378	412	0.00038	0.75053	0.61	45	6950	0.3393	-0.469	0.65	0.0	0.281	0.0	0.206	0.0	0.137	0.0	0.132	0.0	2.899	0.0	0.462	0.001	-0.307	inf	0.293	0.0	0.159	0.0	0.057	0.0	0.109	0.0	0.128	0.0	3.426	0.001	0.962	0.001
379	413	0.00038	0.75053	0.61	45	7000	0.33168	-0.479	0.647	0.0	0.289	0.0	0.197	0.0	0.143	0.0	0.121	0.0	2.836	0.002	0.254	0.003	-0.301	inf	0.302	0.0	0.163	0.0	0.063	0.0	0.124	0.0	0.109	0.0	3.229	0.003	0.648	0.003
380	414	0.00038	0.75053	0.61	45	7050	0.32323	-0.49	0.643	0.0	0.292	0.0	0.193	0.0	0.145	0.0	0.113	0.0	2.763	0.0	0.061	0.0	-0.292	inf	0.31	0.0	0.165	0.0	0.073	0.0	0.134	0.0	0.096	0.0	3.04	0.001	0.342	0.001
395	431	0.00038	0.75053	0.61	55	6750	0.442	-0.355	0.444	0.0	0.238	0.0	0.245	0.0	0.066	0.0	0.135	0.0	4.963	0.002	1.222	0.001	-0.343	inf	0.035	0.0	0.14	0.0	0.085	0.0	0.109	0.0	0.135	0.0	5.59	0.001	1.71	0.001
396	432	0.00038	0.75053	0.61	55	6800	0.43058	-0.366	0.44	0.0	0.251	0.0	0.251	0.0	0.041	0.0	0.123	0.0	4.355	0.003	1.207	0.001	-0.334	inf	0.046	0.0	0.145	0.0	0.09	0.0	0.08	0.0	0.125	0.0	5.393	0.002	1.725	0.001
397	433	0.00038	0.75053	0.61	55	6850	0.41995	-0.377	0.436	0.0	0.264	0.0	0.256	0.0	0.042	0.0	0.115	0.0	3.461	0.003	1.152	0.001	-0.326	inf	0.057	0.0	0.149	0.0	0.095	0.0	0.057	0.0	0.118	0.0	5.091	0.003	1.706	0.001
398	434	0.00038	0.75053	0.61	55	6900	0.40937	-0.388	0.432	0.0	0.273	0.0	0.261	0.0	0.061	0.0	0.107	0.0	2.998	0.001	1.072	0.001	-0.323	inf	0.067	0.0	0.152	0.0	0.1	0.0	0.04	0.0	0.109	0.0	4.518	0.002	1.696	0.001
399	435	0.00038	0.75053	0.61	55	6950	0.39932	-0.399	0.427	0.0	0.276	0.0	0.256	0.0	0.076	0.0	0.099	0.0	2.811	0.001	0.979	0.001	-0.314	inf	0.076	0.0	0.152	0.0	0.102	0.0	0.039	0.0	0.094	0.0	3.655	0.002	1.677	0.001
400	436	0.00038	0.75053	0.61	55	7000	0.38959	-0.409	0.422	0.0	0.273	0.0	0.24	0.0	0.085	0.0	0.093	0.0	2.683	0.0	0.9	0.0	-0.319	inf	0.084	0.0	0.149	0.0	0.099	0.0	0.056	0.0	0.08	0.0	3.081	0.001	1.611	0.001
411	447	0.00038	0.75053	0.61	65	6650	0.53319	-0.273	0.27	0.0	0.221	0.0	0.352	0.0	0.132	0.0	0.153	0.0	0.363	0.004	1.715	0.003	-0.349	inf	-0.165	0.0	0.13	0.0	0.197	0.0	0.159	0.001	0.156	0.001	0.49	0.003	2.073	0.004
412	448	0.00038	0.75053	0.61	65	6700	0.5198	-0.284	0.265	0.0	0.235	0.0	0.35	0.0	0.112	0.0	0.133	0.0	0.339	0.001	1.601	0.001	-0.353	inf	-0.155	0.0	0.136	0.0	0.197	0.0	0.148	0.0	0.136	0.0	0.379	0.001	1.981	0.001
413	449	0.00038	0.75053	0.61	65	6750	0.5063	-0.296	0.261	0.0	0.248	0.0	0.342	0.0	0.086	0.0	0.113	0.0	0.396	0.001	1.536	0.001	-0.35	inf	-0.144	0.0	0.141	0.0	0.188	0.0	0.127	0.0	0.117	0.0	0.291	0.001	1.942	0.001
414	450	0.00038	0.75053	0.61	65	6800	0.49339	-0.307	0.256	0.0	0.256	0.0	0.327	0.0	0.06	0.0	0.095	0.0	0.567	0.001	1.505	0.001	-0.344	inf	-0.134	0.0	0.143	0.0	0.173	0.0	0.101	0.0	0.099	0.0	0.197	0.001	1.951	0.001
415	451	0.00038	0.75053	0.61	65	6850	0.48094	-0.318	0.25	0.0	0.261	0.0	0.311	0.0	0.041	0.0	0.081	0.0	0.988	0.002	1.493	0.001	-0.339	inf	-0.124	0.0	0.143	0.0	0.157	0.0	0.074	0.0	0.085	0.0	0.101	0.002	2.018	0.001
416	452	0.00038	0.75053	0.61	65	6900	0.46893	-0.329	0.245	0.0	0.259	0.0	0.291	0.0	0.039	0.0	0.071	0.0	1.585	0.001	1.491	0.001	-0.33	inf	-0.115	0.0	0.14	0.0	0.137	0.0	0.047	0.0	0.075	0.0	0.149	0.002	2.191	0.001
424	461	0.00038	0.75053	0.61	75	6700	0.5838	-0.234	0.107	0.0	0.24	0.0	0.42	0.0	0.169	0.0	0.107	0.0	1.109	0.001	2.277	0.001	-0.344	inf	-0.309	0.0	0.134	0.0	0.265	0.0	0.17	0.0	0.108	0.0	1.083	0.001	2.551	0.001
425	462	0.00038	0.75053	0.61	75	6750	0.56877	-0.245	0.102	0.0	0.245	0.0	0.396	0.0	0.146	0.0	0.09	0.0	1.056	0.001	2.133	0.001	-0.341	inf	-0.299	0.0	0.135	0.0	0.242	0.0	0.152	0.0	0.093	0.0	0.915	0.001	2.447	0.001
426	463	0.00038	0.75053	0.61	75	6800	0.55425	-0.256	0.096	0.0	0.244	0.0	0.373	0.0	0.117	0.0	0.072	0.0	1.038	0.001	2.108	0.001	-0.354	inf	-0.29	0.0	0.132	0.0	0.22	0.0	0.127	0.0	0.076	0.0	0.723	0.001	2.517	0.001
427	464	0.00038	0.75053	0.61	75	6850	0.54024	-0.267	0.089	0.0	0.236	0.0	0.348	0.0	0.095	0.0	0.059	0.0	1.144	0.0	2.142	0.001	-0.34	inf	-0.281	0.0	0.125	0.0	0.194	0.0	0.101	0.0	0.066	0.0	0.62	0.001	2.7	0.001
432	469	0.00038	0.75053	0.61	85	6700	0.64608	-0.19	-0.033	0.0	0.229	0.0	0.505	0.0	0.199	0.0	0.081	0.0	1.538	0.0	3.084	0.001	-0.34	inf	-0.446	0.0	0.125	0.0	0.336	0.0	0.172	0.0	0.066	0.0	1.569	0.001	3.325	0.002
433	470	0.00038	0.75053	0.61	85	6750	0.62952	-0.201	-0.04	0.0	0.223	0.0	0.464	0.0	0.168	0.0	0.065	0.0	1.412	0.0	2.921	0.001	-0.343	inf	-0.437	0.0	0.119	0.0	0.302	0.0	0.145	0.0	0.06	0.0	1.28	0.001	3.18	0.002
434	471	0.00038	0.75053	0.61	85	6800	0.61353	-0.212	-0.048	0.0	0.202	0.0	0.468	0.0	0.128	0.0	0.049	0.0	1.311	0.0	2.996	0.001	-0.347	inf	-0.43	0.0	0.105	0.0	0.307	0.0	0.116	0.0	0.054	0.0	0.931	0.001	3.441	0.001
449	492	0.00038	0.75053	0.63	35	6900	0.27788	-0.556	0.934	0.0	0.268	0.0	0.149	0.0	0.224	0.0	0.131	0.0	2.909	0.002	6.004	0.004	-0.272	0.876	0.555	0.0	0.158	0.0	6.266	0.0	0.182	0.0	0.132	0.0	3.374	0.003	0.266	0.004
450	493	0.00038	0.75053	0.63	35	6950	0.27187	-0.566	0.931	0.0	0.285	0.0	0.15	0.0	0.245	0.0	0.114	0.0	2.811	0.001	5.739	0.002	-0.251	0.953	0.564	0.0	0.167	0.0	6.282	0.0	0.216	0.0	0.115	0.0	3.207	0.001	6.137	0.002
451	494	0.00038	0.75053	0.63	35	7000	0.26525	-0.576	0.929	0.0	0.296	0.0	0.143	0.0	0.264	0.0	0.102	0.0	2.736	0.0	5.486	0.001	-0.253	inf	0.573	0.0	0.173	0.0	0.006	0.0	0.247	0.0	0.105	0.0	3.07	0.001	5.736	0.002
452	495	0.00038	0.75053	0.63	35	7050	0.25901	-0.587	0.929	0.0	0.306	0.0	0.139	0.0	0.276	0.0	0.092	0.0	2.69	0.0	5.318	0.001	-0.296	inf	0.583	0.0	0.18	0.0	0.018	0.0	0.273	0.0	0.101	0.0	2.966	0.001	5.432	0.001
453	496	0.00038	0.75053	0.63	35	7100	0.25288	-0.597	0.927	0.0	0.308	0.0	0.113	0.0	0.282	0.0	0.08	0.0	2.649	0.0	5.184	0.001	-0.286	inf	0.592	0.0	0.182	0.0	0.008	0.0	0.292	0.0	0.095	0.0	2.866	0.0	5.169	0.001
454	497	0.00038	0.75053	0.63	35	7150	0.24712	-0.607	0.926	0.0	0.309	0.0	0.093	0.0	0.283	0.0	0.072	0.0	2.618	0.0	5.114	0.001	-0.289	inf	0.602	0.0	0.183	0.0	0.001	0.0	0.303	0.0	0.091	0.0	2.777	0.0	5.022	0.001
470	515	0.00038	0.75053	0.63	45	6850	0.34949	-0.457	0.659	0.0	0.26	0.0	0.202	0.0	0.138	0.0	0.162	0.0	3.18	0.003	0.629	0.003	-0.312	inf	0.274	0.0	0.152	0.0	0.034	0.0	0.105	0.0	0.167	0.0	3.826	0.004	1.21	0.003
471	516	0.00038	0.75053	0.63	45	6900	0.34084	-0.467	0.655	0.0	0.276	0.0	0.191	0.0	0.148	0.0	0.145	0.0	2.985	0.001	0.448	0.001	-0.312	inf	0.284	0.0	0.158	0.0	0.03	0.0	0.112	0.0	0.151	0.0	3.59	0.002	1.009	0.001
472	517	0.00038	0.75053	0.63	45	6950	0.33273	-0.478	0.652	0.0	0.285	0.0	0.179	0.0	0.156	0.0	0.131	0.0	2.865	0.001	0.255	0.001	-0.29	0.905	0.293	0.0	0.163	0.0	0.034	0.0	0.128	0.0	0.128	0.0	3.336	0.001	0.706	0.001
473	518	0.00038	0.75053	0.63	45	7000	0.32467	-0.489	0.648	0.0	0.292	0.0	0.168	0.0	0.161	0.0	0.119	0.0	2.803	0.0	0.028	0.0	-0.283	inf	0.302	0.0	0.166	0.0	0.038	0.0	0.143	0.0	0.109	0.0	3.169	0.001	0.354	0.001
474	519	0.00038	0.75053	0.63	45	7050	0.31698	-0.499	0.645	0.0	0.297	0.0	0.159	0.0	0.165	0.0	0.111	0.0	2.758	0.0	6.108	0.0	-0.28	inf	0.31	0.0	0.169	0.0	0.043	0.0	0.156	0.0	0.099	0.0	3.032	0.0	0.017	0.001
489	536	0.00038	0.75053	0.63	55	6750	0.43285	-0.364	0.445	0.0	0.237	0.0	0.219	0.0	0.076	0.0	0.141	0.0	4.452	0.003	1.188	0.002	-0.338	inf	0.035	0.0	0.141	0.0	0.058	0.0	0.103	0.0	0.142	0.0	5.231	0.002	1.695	0.002
490	537	0.00038	0.75053	0.63	55	6800	0.42197	-0.375	0.441	0.0	0.253	0.0	0.225	0.0	0.062	0.0	0.132	0.0	3.854	0.002	1.149	0.001	-0.335	inf	0.046	0.0	0.147	0.0	0.064	0.0	0.076	0.0	0.135	0.0	4.952	0.001	1.679	0.001
491	538	0.00038	0.75053	0.63	55	6850	0.4114	-0.386	0.437	0.0	0.266	0.0	0.236	0.0	0.07	0.0	0.124	0.0	3.312	0.001	1.069	0.001	-0.323	inf	0.057	0.0	0.151	0.0	0.074	0.0	0.06	0.0	0.128	0.0	4.542	0.001	1.629	0.001
492	539	0.00038	0.75053	0.63	55	6900	0.40122	-0.397	0.433	0.0	0.277	0.0	0.246	0.0	0.086	0.0	0.116	0.0	2.986	0.001	0.951	0.001	-0.318	inf	0.067	0.0	0.155	0.0	0.085	0.0	0.055	0.0	0.119	0.0	4.0	0.001	1.56	0.001
493	540	0.00038	0.75053	0.63	55	6950	0.39138	-0.407	0.429	0.0	0.281	0.0	0.238	0.0	0.098	0.0	0.108	0.0	2.831	0.0	0.833	0.0	-0.312	inf	0.076	0.0	0.156	0.0	0.088	0.0	0.064	0.0	0.101	0.0	3.468	0.001	1.457	0.001
494	541	0.00038	0.75053	0.63	55	7000	0.38187	-0.418	0.424	0.0	0.279	0.0	0.228	0.0	0.104	0.0	0.1	0.0	2.717	0.0	0.72	0.0	-0.315	inf	0.084	0.0	0.154	0.0	0.091	0.0	0.079	0.0	0.085	0.0	3.104	0.001	1.321	0.001
506	553	0.00038	0.75053	0.63	65	6650	0.52362	-0.281	0.269	0.0	0.221	0.0	0.315	0.0	0.12	0.0	0.157	0.0	6.211	0.003	1.483	0.002	-0.355	inf	-0.166	0.0	0.132	0.0	0.162	0.0	0.155	0.0	0.16	0.0	0.147	0.002	1.868	0.002
507	554	0.00038	0.75053	0.63	65	6700	0.50922	-0.293	0.265	0.0	0.236	0.0	0.31	0.0	0.09	0.0	0.135	0.0	6.213	0.001	1.42	0.001	-0.355	inf	-0.155	0.0	0.138	0.0	0.157	0.0	0.135	0.0	0.139	0.0	0.071	0.001	1.824	0.001
508	555	0.00038	0.75053	0.63	65	6750	0.4961	-0.304	0.261	0.0	0.249	0.0	0.302	0.0	0.058	0.0	0.117	0.0	0.003	0.002	1.392	0.001	-0.351	inf	-0.144	0.0	0.143	0.0	0.148	0.0	0.108	0.0	0.119	0.0	6.274	0.001	1.82	0.001
509	556	0.00038	0.75053	0.63	65	6800	0.48347	-0.316	0.257	0.0	0.26	0.0	0.297	0.0	0.029	0.0	0.102	0.0	0.305	0.003	1.372	0.001	-0.344	inf	-0.134	0.0	0.147	0.0	0.143	0.0	0.082	0.0	0.105	0.0	6.168	0.001	1.842	0.001
510	557	0.00038	0.75053	0.63	65	6850	0.47131	-0.327	0.252	0.0	0.266	0.0	0.287	0.0	0.02	0.0	0.089	0.0	1.598	0.005	1.346	0.001	-0.332	inf	-0.124	0.0	0.147	0.0	0.132	0.0	0.054	0.0	0.092	0.0	6.039	0.002	1.876	0.001
511	558	0.00038	0.75053	0.63	65	6900	0.45957	-0.338	0.246	0.0	0.267	0.0	0.272	0.0	0.037	0.0	0.079	0.0	2.211	0.002	1.328	0.001	-0.325	inf	-0.114	0.0	0.146	0.0	0.119	0.0	0.027	0.0	0.082	0.0	5.959	0.004	2.005	0.001
512	559	0.00038	0.75053	0.63	65	6950	0.44824	-0.348	0.24	0.0	0.26	0.0	0.248	0.0	0.052	0.0	0.07	0.0	2.324	0.001	1.319	0.001	-0.33	inf	-0.106	0.0	0.14	0.0	0.098	0.0	0.005	0.0	0.073	0.0	1.108	0.011	2.198	0.001
519	568	0.00038	0.75053	0.63	75	6700	0.57217	-0.242	0.108	0.0	0.243	0.0	0.385	0.0	0.144	0.0	0.114	0.0	0.875	0.001	1.958	0.001	-0.346	inf	-0.309	0.0	0.138	0.0	0.233	0.0	0.158	0.0	0.118	0.0	0.825	0.001	2.267	0.001
520	569	0.00038	0.75053	0.63	75	6750	0.55742	-0.254	0.103	0.0	0.251	0.0	0.373	0.0	0.121	0.0	0.096	0.0	0.879	0.001	1.846	0.001	-0.346	inf	-0.299	0.0	0.14	0.0	0.222	0.0	0.139	0.0	0.101	0.0	0.704	0.001	2.189	0.001
521	570	0.00038	0.75053	0.63	75	6800	0.54319	-0.265	0.097	0.0	0.253	0.0	0.351	0.0	0.095	0.0	0.078	0.0	0.935	0.001	1.82	0.001	-0.343	inf	-0.289	0.0	0.139	0.0	0.199	0.0	0.113	0.0	0.082	0.0	0.557	0.001	2.237	0.001
522	571	0.00038	0.75053	0.63	75	6850	0.52945	-0.276	0.091	0.0	0.249	0.0	0.322	0.0	0.075	0.0	0.064	0.0	1.131	0.001	1.848	0.001	-0.342	inf	-0.28	0.0	0.133	0.0	0.17	0.0	0.087	0.0	0.069	0.0	0.476	0.001	2.388	0.001
526	577	0.00038	0.75053	0.63	85	6700	0.63336	-0.198	-0.031	0.0	0.239	0.0	0.463	0.0	0.188	0.0	0.09	0.0	1.351	0.0	2.669	0.001	-0.337	inf	-0.445	0.0	0.131	0.0	0.305	0.0	0.172	0.0	0.084	0.0	1.338	0.001	2.875	0.001
527	578	0.00038	0.75053	0.63	85	6750	0.61701	-0.21	-0.037	0.0	0.237	0.0	0.416	0.0	0.158	0.0	0.073	0.0	1.243	0.0	2.553	0.001	-0.346	inf	-0.436	0.0	0.128	0.0	0.261	0.0	0.148	0.0	0.072	0.0	1.079	0.001	2.819	0.001
528	579	0.00038	0.75053	0.63	85	6800	0.60127	-0.221	-0.045	0.0	0.225	0.0	0.394	0.0	0.127	0.0	0.058	0.0	1.221	0.0	2.544	0.001	-0.349	inf	-0.427	0.0	0.119	0.0	0.24	0.0	0.121	0.0	0.062	0.0	0.865	0.001	2.954	0.001
529	580	0.00038	0.75053	0.63	85	6850	0.58606	-0.232	-0.054	0.0	0.196	0.0	0.435	0.0	0.097	0.0	0.043	0.0	1.241	0.0	2.79	0.001	-0.356	inf	-0.421	0.0	0.1	0.0	0.276	0.0	0.098	0.0	0.059	0.0	0.683	0.001	3.422	0.001
543	602	0.00038	0.75053	0.65	35	6900	0.2736	-0.563	0.934	0.0	0.273	0.0	0.148	0.0	0.249	0.0	0.117	0.0	2.833	0.001	5.794	0.003	-0.247	0.923	0.555	0.0	0.162	0.0	6.266	0.0	0.208	0.0	0.116	0.0	3.263	0.002	0.036	0.003
544	603	0.00038	0.75053	0.65	35	6950	0.26676	-0.574	0.933	0.0	0.288	0.0	0.153	0.0	0.272	0.0	0.103	0.0	2.743	0.0	5.517	0.001	-0.245	inf	0.564	0.0	0.17	0.0	0.002	0.0	0.243	0.0	0.105	0.0	3.114	0.001	5.889	0.002
545	604	0.00038	0.75053	0.65	35	7000	0.26044	-0.584	0.931	0.0	0.3	0.0	0.145	0.0	0.291	0.0	0.093	0.0	2.672	0.0	5.261	0.001	-0.293	inf	0.574	0.0	0.177	0.0	0.01	0.0	0.276	0.0	0.099	0.0	2.99	0.001	5.483	0.001
546	605	0.00038	0.75053	0.65	35	7050	0.25421	-0.595	0.931	0.0	0.308	0.0	0.132	0.0	0.303	0.0	0.082	0.0	2.622	0.0	5.097	0.001	-0.29	inf	0.583	0.0	0.182	0.0	0.012	0.0	0.303	0.0	0.094	0.0	2.889	0.0	5.186	0.001
547	606	0.00038	0.75053	0.65	35	7100	0.24842	-0.605	0.93	0.0	0.312	0.0	0.111	0.0	0.312	0.0	0.074	0.0	2.583	0.0	4.98	0.001	-0.286	inf	0.593	0.0	0.186	0.0	0.006	0.0	0.324	0.0	0.094	0.0	2.795	0.0	4.975	0.001
548	607	0.00038	0.75053	0.65	35	7150	0.24262	-0.615	0.929	0.0	0.313	0.0	0.089	0.0	0.311	0.0	0.067	0.0	2.548	0.0	4.927	0.001	-0.285	inf	0.603	0.0	0.187	0.0	6.279	0.0	0.331	0.0	0.087	0.0	2.714	0.0	4.866	0.001
564	625	0.00038	0.75053	0.65	45	6850	0.34377	-0.464	0.659	0.0	0.265	0.0	0.176	0.001	0.155	0.001	0.16	0.001	3.096	0.004	0.437	0.004	-0.31	0.873	0.274	0.0	0.155	0.0	0.01	0.001	0.117	0.001	0.164	0.001	3.669	0.005	1.014	0.004
565	626	0.00038	0.75053	0.65	45	6900	0.33417	-0.476	0.656	0.0	0.279	0.0	0.169	0.0	0.166	0.0	0.143	0.0	2.933	0.001	0.244	0.001	-0.296	0.887	0.285	0.0	0.161	0.0	0.011	0.0	0.129	0.0	0.148	0.0	3.463	0.001	0.78	0.001
566	627	0.00038	0.75053	0.65	45	6950	0.32643	-0.486	0.654	0.0	0.291	0.0	0.158	0.0	0.176	0.0	0.129	0.0	2.846	0.001	0.031	0.001	-0.286	0.912	0.294	0.0	0.167	0.0	0.015	0.0	0.149	0.0	0.127	0.0	3.276	0.001	0.443	0.001
567	628	0.00038	0.75053	0.65	45	7000	0.31852	-0.497	0.65	0.0	0.299	0.0	0.148	0.0	0.185	0.0	0.119	0.0	2.792	0.0	6.09	0.001	-0.262	inf	0.302	0.0	0.172	0.0	0.02	0.0	0.167	0.0	0.112	0.0	3.139	0.001	0.092	0.001
568	629	0.00038	0.75053	0.65	45	7050	0.31094	-0.507	0.647	0.0	0.302	0.0	0.134	0.0	0.188	0.0	0.108	0.0	2.751	0.0	5.896	0.0	-0.271	inf	0.311	0.0	0.173	0.0	0.02	0.0	0.181	0.0	0.101	0.0	3.02	0.0	6.027	0.001
584	646	0.00038	0.75053	0.65	55	6750	0.4253	-0.371	0.445	0.0	0.24	0.0	0.193	0.0	0.089	0.0	0.152	0.0	4.072	0.004	1.129	0.003	-0.33	0.821	0.035	0.0	0.143	0.0	0.031	0.0	0.098	0.0	0.154	0.0	4.878	0.004	1.647	0.003
585	647	0.00038	0.75053	0.65	55	6800	0.41361	-0.383	0.442	0.0	0.255	0.0	0.209	0.0	0.084	0.0	0.143	0.0	3.573	0.001	1.071	0.001	-0.327	inf	0.046	0.0	0.149	0.0	0.047	0.0	0.078	0.0	0.147	0.0	4.534	0.002	1.608	0.001
586	648	0.00038	0.75053	0.65	55	6850	0.40343	-0.394	0.438	0.0	0.27	0.0	0.225	0.0	0.095	0.0	0.134	0.0	3.181	0.001	0.963	0.001	-0.32	inf	0.057	0.0	0.154	0.0	0.062	0.0	0.07	0.0	0.14	0.0	4.112	0.001	1.526	0.001
587	649	0.00038	0.75053	0.65	55	6900	0.39347	-0.405	0.434	0.0	0.28	0.0	0.229	0.0	0.108	0.0	0.123	0.0	2.937	0.001	0.817	0.001	-0.316	inf	0.068	0.0	0.157	0.0	0.069	0.0	0.072	0.0	0.128	0.0	3.713	0.002	1.406	0.001
588	650	0.00038	0.75053	0.65	55	6950	0.38388	-0.416	0.43	0.0	0.285	0.0	0.219	0.0	0.118	0.0	0.114	0.0	2.822	0.0	0.665	0.0	-0.311	inf	0.076	0.0	0.16	0.0	0.073	0.0	0.087	0.0	0.107	0.0	3.356	0.001	1.22	0.001
589	651	0.00038	0.75053	0.65	55	7000	0.37456	-0.426	0.426	0.0	0.286	0.0	0.215	0.0	0.122	0.0	0.105	0.0	2.729	0.0	0.512	0.0	-0.312	inf	0.085	0.0	0.16	0.0	0.082	0.0	0.1	0.0	0.089	0.0	3.098	0.001	1.005	0.001
602	664	0.00038	0.75053	0.65	65	6650	0.51235	-0.29	0.27	0.0	0.219	0.0	0.274	0.0	0.109	0.0	0.156	0.0	5.791	0.004	1.357	0.003	-0.355	inf	-0.166	0.0	0.133	0.0	0.121	0.0	0.145	0.0	0.158	0.0	6.123	0.003	1.766	0.003
603	665	0.00038	0.75053	0.65	65	6700	0.4992	-0.302	0.266	0.0	0.236	0.0	0.269	0.0	0.075	0.0	0.136	0.0	5.728	0.001	1.308	0.001	-0.348	inf	-0.155	0.0	0.14	0.0	0.115	0.0	0.122	0.0	0.139	0.0	6.044	0.001	1.739	0.001
604	666	0.00038	0.75053	0.65	65	6750	0.48641	-0.313	0.262	0.0	0.249	0.0	0.265	0.0	0.039	0.0	0.12	0.0	5.635	0.002	1.302	0.001	-0.344	inf	-0.144	0.0	0.145	0.0	0.11	0.0	0.093	0.0	0.123	0.0	5.935	0.001	1.75	0.001
605	667	0.00038	0.75053	0.65	65	6800	0.47399	-0.324	0.258	0.0	0.262	0.0	0.266	0.0	0.007	0.0	0.107	0.0	4.522	0.015	1.283	0.001	-0.341	inf	-0.134	0.0	0.149	0.0	0.111	0.0	0.064	0.0	0.112	0.0	5.76	0.002	1.771	0.001
606	668	0.00038	0.75053	0.65	65	6850	0.46216	-0.335	0.253	0.0	0.27	0.0	0.263	0.0	0.028	0.0	0.097	0.0	2.749	0.003	1.239	0.001	-0.33	inf	-0.123	0.0	0.151	0.0	0.108	0.0	0.04	0.0	0.101	0.0	5.475	0.003	1.773	0.001
607	669	0.00038	0.75053	0.65	65	6900	0.45067	-0.346	0.248	0.0	0.274	0.0	0.256	0.0	0.053	0.0	0.088	0.0	2.633	0.001	1.186	0.001	-0.325	inf	-0.114	0.0	0.151	0.0	0.102	0.0	0.019	0.0	0.09	0.0	4.755	0.004	1.84	0.001
608	670	0.00038	0.75053	0.65	65	6950	0.43958	-0.357	0.243	0.0	0.27	0.0	0.24	0.0	0.069	0.0	0.081	0.0	2.568	0.001	1.129	0.0	-0.324	inf	-0.105	0.0	0.147	0.0	0.09	0.0	0.023	0.0	0.078	0.0	3.207	0.002	1.937	0.001
616	679	0.00038	0.75053	0.65	75	6650	0.5761	-0.24	0.113	0.0	0.233	0.0	0.363	0.0	0.139	0.0	0.141	0.0	0.629	0.001	1.822	0.001	-0.351	inf	-0.32	0.0	0.136	0.0	0.214	0.0	0.158	0.0	0.144	0.0	0.676	0.001	2.134	0.001
