	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
3266	3692	0.00048	0.75028	0.67	65	6750	0.4775	-0.321	0.26	0.0	0.251	0.0	0.23	0.0	0.034	0.0	0.123	0.0	4.796	0.002	1.268	0.001	-0.341	inf	-0.147	0.0	0.146	0.0	0.075	0.0	0.079	0.0	0.127	0.0	5.609	0.001	1.734	0.001
3267	3693	0.00048	0.75028	0.67	65	6800	0.46558	-0.332	0.255	0.0	0.263	0.0	0.235	0.0	0.029	0.0	0.113	0.0	3.553	0.003	1.241	0.001	-0.329	inf	-0.136	0.0	0.151	0.0	0.078	0.0	0.054	0.0	0.118	0.0	5.325	0.002	1.741	0.001
3268	3694	0.00048	0.75028	0.67	65	6850	0.45388	-0.343	0.251	0.0	0.273	0.0	0.238	0.0	0.052	0.0	0.103	0.0	2.946	0.002	1.197	0.001	-0.329	inf	-0.126	0.0	0.153	0.0	0.08	0.0	0.036	0.0	0.109	0.0	4.744	0.003	1.741	0.001
3269	3695	0.00048	0.75028	0.67	65	6900	0.44265	-0.354	0.246	0.0	0.278	0.0	0.235	0.0	0.074	0.0	0.094	0.0	2.75	0.001	1.107	0.001	-0.318	inf	-0.116	0.0	0.154	0.0	0.079	0.0	0.032	0.0	0.097	0.0	3.884	0.002	1.752	0.001
3270	3696	0.00048	0.75028	0.67	65	6950	0.43179	-0.365	0.241	0.0	0.276	0.0	0.222	0.0	0.087	0.0	0.088	0.0	2.652	0.0	1.034	0.0	-0.32	inf	-0.107	0.0	0.151	0.0	0.073	0.0	0.046	0.0	0.083	0.0	3.205	0.001	1.778	0.001
3279	3706	0.00048	0.75028	0.67	75	6650	0.56577	-0.247	0.111	0.0	0.233	0.0	0.328	0.0	0.119	0.0	0.145	0.0	0.383	0.001	1.637	0.001	-0.352	inf	-0.322	0.0	0.137	0.0	0.18	0.0	0.147	0.0	0.15	0.0	0.461	0.001	1.978	0.001
3280	3707	0.00048	0.75028	0.67	75	6700	0.55099	-0.259	0.107	0.0	0.247	0.0	0.319	0.0	0.094	0.0	0.124	0.0	0.418	0.001	1.548	0.001	-0.355	inf	-0.311	0.0	0.142	0.0	0.17	0.0	0.128	0.0	0.129	0.0	0.375	0.001	1.916	0.001
3281	3708	0.00048	0.75028	0.67	75	6750	0.5368	-0.27	0.102	0.0	0.258	0.0	0.309	0.0	0.068	0.0	0.104	0.0	0.553	0.001	1.507	0.001	-0.344	inf	-0.301	0.0	0.146	0.0	0.159	0.0	0.104	0.0	0.109	0.0	0.285	0.001	1.904	0.001
3282	3709	0.00048	0.75028	0.67	75	6800	0.52315	-0.281	0.097	0.0	0.264	0.0	0.295	0.0	0.047	0.0	0.088	0.0	0.924	0.003	1.483	0.001	-0.343	inf	-0.291	0.0	0.147	0.0	0.144	0.0	0.077	0.0	0.093	0.0	0.21	0.002	1.928	0.002
3283	3710	0.00048	0.75028	0.67	75	6850	0.50998	-0.292	0.091	0.0	0.265	0.0	0.275	0.0	0.041	0.0	0.075	0.0	1.507	0.002	1.507	0.001	-0.333	inf	-0.281	0.0	0.145	0.0	0.124	0.0	0.051	0.0	0.08	0.0	0.116	0.002	2.033	0.001
3284	3711	0.00048	0.75028	0.67	75	6900	0.49727	-0.303	0.085	0.0	0.259	0.0	0.251	0.0	0.05	0.0	0.064	0.0	1.916	0.001	1.522	0.001	-0.332	inf	-0.272	0.0	0.139	0.0	0.1	0.0	0.028	0.0	0.07	0.0	0.319	0.002	2.248	0.001
3288	3717	0.00048	0.75028	0.67	85	6650	0.62641	-0.203	-0.026	0.0	0.241	0.0	0.402	0.0	0.174	0.0	0.123	0.0	1.101	0.001	2.229	0.001	-0.339	inf	-0.457	0.0	0.137	0.0	0.252	0.0	0.173	0.0	0.123	0.0	1.136	0.001	2.473	0.001
3289	3718	0.00048	0.75028	0.67	85	6700	0.6101	-0.215	-0.031	0.0	0.249	0.0	0.377	0.0	0.154	0.0	0.105	0.0	1.051	0.001	2.055	0.001	-0.344	inf	-0.447	0.0	0.14	0.0	0.227	0.0	0.158	0.0	0.11	0.0	0.986	0.001	2.321	0.001
3290	3719	0.00048	0.75028	0.67	85	6750	0.59437	-0.226	-0.037	0.0	0.254	0.0	0.361	0.0	0.126	0.0	0.085	0.0	1.015	0.001	1.972	0.001	-0.343	inf	-0.437	0.0	0.14	0.0	0.211	0.0	0.134	0.0	0.089	0.0	0.801	0.001	2.29	0.001
3291	3720	0.00048	0.75028	0.67	85	6800	0.57922	-0.237	-0.043	0.0	0.25	0.0	0.332	0.0	0.099	0.0	0.067	0.0	1.079	0.001	1.986	0.001	-0.348	inf	-0.427	0.0	0.136	0.0	0.183	0.0	0.107	0.0	0.072	0.0	0.65	0.001	2.395	0.001
3292	3721	0.00048	0.75028	0.67	85	6850	0.56461	-0.248	-0.051	0.0	0.238	0.0	0.304	0.0	0.082	0.0	0.055	0.0	1.249	0.001	2.088	0.001	-0.342	inf	-0.419	0.0	0.126	0.0	0.155	0.0	0.083	0.0	0.063	0.0	0.568	0.001	2.655	0.001
3293	3724	0.00048	0.75028	0.67	95	6650	0.68556	-0.164	-0.149	0.0	0.239	0.0	0.511	0.0	0.211	0.0	0.1	0.0	1.501	0.0	2.952	0.001	-0.325	inf	-0.577	0.0	0.133	0.0	0.347	0.0	0.192	0.0	0.085	0.0	1.591	0.001	3.204	0.001
3294	3725	0.00048	0.75028	0.67	95	6700	0.66772	-0.175	-0.156	0.0	0.24	0.0	0.445	0.0	0.187	0.0	0.083	0.0	1.375	0.0	2.727	0.001	-0.336	inf	-0.568	0.0	0.131	0.0	0.29	0.0	0.168	0.0	0.075	0.0	1.347	0.001	2.912	0.001
3295	3726	0.00048	0.75028	0.67	95	6750	0.65053	-0.187	-0.163	0.0	0.234	0.0	0.399	0.0	0.155	0.0	0.064	0.0	1.301	0.0	2.61	0.001	-0.352	inf	-0.559	0.0	0.126	0.0	0.246	0.0	0.141	0.0	0.063	0.0	1.116	0.001	2.843	0.002
3296	3727	0.00048	0.75028	0.67	95	6800	0.63395	-0.198	-0.171	0.0	0.212	0.0	0.404	0.0	0.119	0.0	0.049	0.0	1.267	0.0	2.725	0.001	-0.35	inf	-0.552	0.0	0.111	0.0	0.25	0.0	0.111	0.0	0.054	0.0	0.847	0.001	3.153	0.001
3297	3728	0.00048	0.75028	0.67	105	6700	0.72397	-0.14	-0.27	0.0	0.21	0.0	0.512	0.0	0.178	0.0	0.063	0.0	1.59	0.001	3.494	0.004	-0.35	inf	-0.679	0.0	0.113	0.0	0.348	0.0	0.144	0.0	0.043	0.0	1.538	0.002	3.843	0.006
3298	3729	0.00048	0.75028	0.67	105	6750	0.70526	-0.152	-0.28	0.0	0.181	0.0	0.531	0.0	0.132	0.0	0.039	0.0	1.475	0.003	3.544	0.01	-0.356	inf	-0.673	0.0	0.094	0.0	0.368	0.0	0.103	0.0	0.03	0.0	1.134	0.004	3.977	0.015
3308	3744	0.00048	0.75028	0.69	35	6850	0.27087	-0.567	0.936	0.0	0.259	0.0	0.137	0.0	0.263	0.0	0.111	0.0	2.803	0.002	5.78	0.004	-0.257	0.927	0.543	0.0	0.155	0.0	6.246	0.0	0.21	0.0	0.106	0.0	3.223	0.002	0.135	0.004
3309	3745	0.00048	0.75028	0.69	35	6900	0.26366	-0.579	0.934	0.0	0.277	0.0	0.153	0.0	0.287	0.0	0.095	0.0	2.696	0.001	5.484	0.003	-0.241	inf	0.553	0.0	0.165	0.0	6.275	0.0	0.248	0.0	0.093	0.0	3.077	0.001	5.972	0.003
3310	3746	0.00048	0.75028	0.69	35	6950	0.25761	-0.589	0.933	0.0	0.294	0.0	0.152	0.0	0.314	0.0	0.086	0.0	2.605	0.001	5.154	0.002	-0.29	inf	0.563	0.0	0.174	0.0	0.005	0.0	0.289	0.0	0.089	0.0	2.938	0.001	5.475	0.003
3311	3747	0.00048	0.75028	0.69	35	7000	0.25147	-0.6	0.932	0.0	0.306	0.0	0.151	0.0	0.334	0.0	0.079	0.0	2.545	0.0	4.934	0.002	-0.281	inf	0.572	0.0	0.182	0.0	0.018	0.0	0.323	0.0	0.089	0.0	2.838	0.001	5.122	0.002
3312	3748	0.00048	0.75028	0.69	35	7050	0.24556	-0.61	0.932	0.0	0.312	0.0	0.121	0.0	0.344	0.0	0.073	0.0	2.5	0.0	4.781	0.001	-0.287	inf	0.582	0.0	0.186	0.0	0.004	0.0	0.348	0.0	0.091	0.0	2.75	0.0	4.867	0.001
3313	3749	0.00048	0.75028	0.69	35	7100	0.2399	-0.62	0.932	0.0	0.319	0.0	0.106	0.0	0.352	0.0	0.067	0.0	2.457	0.0	4.697	0.001	-0.284	inf	0.592	0.0	0.191	0.0	0.0	0.0	0.366	0.0	0.089	0.0	2.667	0.0	4.713	0.001
3314	3750	0.00048	0.75028	0.69	35	7150	0.23443	-0.63	0.931	0.0	0.322	0.0	0.084	0.0	0.352	0.0	0.062	0.0	2.424	0.0	4.673	0.002	-0.287	inf	0.603	0.0	0.193	0.0	6.271	0.0	0.371	0.0	0.081	0.0	2.597	0.0	4.649	0.002
3328	3767	0.00048	0.75028	0.69	45	6850	0.33022	-0.481	0.659	0.0	0.268	0.0	0.143	0.0	0.186	0.0	0.152	0.0	2.986	0.001	0.133	0.002	-0.293	0.869	0.272	0.0	0.158	0.0	6.261	0.0	0.14	0.0	0.155	0.0	3.477	0.002	0.721	0.002
3329	3768	0.00048	0.75028	0.69	45	6900	0.32274	-0.491	0.656	0.0	0.285	0.0	0.13	0.0	0.202	0.0	0.133	0.0	2.854	0.001	6.181	0.001	-0.277	0.901	0.282	0.0	0.166	0.0	6.259	0.0	0.163	0.0	0.136	0.0	3.3	0.001	0.403	0.001
3330	3769	0.00048	0.75028	0.69	45	6950	0.31487	-0.502	0.653	0.0	0.298	0.0	0.125	0.0	0.217	0.0	0.121	0.0	2.782	0.0	5.928	0.001	-0.254	0.957	0.291	0.0	0.173	0.0	6.267	0.0	0.19	0.0	0.121	0.0	3.16	0.001	0.015	0.001
3331	3770	0.00048	0.75028	0.69	45	7000	0.30744	-0.512	0.651	0.0	0.307	0.0	0.119	0.0	0.23	0.0	0.112	0.0	2.733	0.0	5.701	0.001	-0.259	inf	0.3	0.0	0.178	0.0	6.276	0.0	0.214	0.0	0.112	0.0	3.051	0.001	5.936	0.001
3332	3771	0.00048	0.75028	0.69	45	7050	0.30017	-0.523	0.649	0.0	0.31	0.0	0.103	0.0	0.234	0.0	0.1	0.0	2.707	0.0	5.528	0.001	-0.258	inf	0.309	0.0	0.18	0.0	6.274	0.0	0.231	0.0	0.103	0.0	2.966	0.0	5.605	0.001
3333	3772	0.00048	0.75028	0.69	45	7100	0.29316	-0.533	0.646	0.0	0.307	0.0	0.088	0.0	0.234	0.0	0.087	0.0	2.682	0.0	5.406	0.001	-0.292	inf	0.318	0.0	0.178	0.0	6.273	0.0	0.242	0.0	0.096	0.0	2.877	0.0	5.342	0.001
3349	3790	0.00048	0.75028	0.69	55	6800	0.39867	-0.399	0.441	0.0	0.259	0.0	0.189	0.0	0.121	0.0	0.157	0.0	3.26	0.002	0.893	0.002	-0.313	inf	0.044	0.0	0.152	0.0	0.026	0.0	0.093	0.0	0.164	0.0	3.945	0.002	1.443	0.002
3350	3791	0.00048	0.75028	0.69	55	6850	0.38903	-0.41	0.437	0.0	0.274	0.0	0.187	0.0	0.134	0.0	0.142	0.0	2.998	0.001	0.736	0.001	-0.314	inf	0.055	0.0	0.157	0.0	0.025	0.0	0.096	0.0	0.15	0.0	3.622	0.001	1.304	0.001
3351	3792	0.00048	0.75028	0.69	55	6900	0.37951	-0.421	0.433	0.0	0.285	0.0	0.183	0.0	0.145	0.0	0.129	0.0	2.842	0.0	0.544	0.0	-0.306	inf	0.066	0.0	0.161	0.0	0.029	0.0	0.107	0.0	0.134	0.0	3.388	0.001	1.092	0.001
3352	3793	0.00048	0.75028	0.69	55	6950	0.37029	-0.431	0.43	0.0	0.294	0.0	0.177	0.0	0.153	0.0	0.119	0.0	2.766	0.0	0.347	0.0	-0.295	inf	0.075	0.0	0.166	0.0	0.037	0.0	0.125	0.0	0.113	0.0	3.188	0.0	0.8	0.001
3353	3794	0.00048	0.75028	0.69	55	7000	0.36137	-0.442	0.426	0.0	0.296	0.0	0.163	0.0	0.154	0.0	0.109	0.0	2.71	0.0	0.138	0.0	-0.296	inf	0.083	0.0	0.167	0.0	0.038	0.0	0.136	0.0	0.094	0.0	3.039	0.001	0.474	0.001
3366	3809	0.00048	0.75028	0.69	65	6700	0.48155	-0.317	0.264	0.0	0.237	0.0	0.198	0.0	0.071	0.0	0.14	0.0	4.734	0.003	1.243	0.001	-0.341	inf	-0.158	0.0	0.142	0.0	0.042	0.0	0.101	0.0	0.143	0.0	5.431	0.002	1.712	0.002
3367	3810	0.00048	0.75028	0.69	65	6750	0.4689	-0.329	0.26	0.0	0.252	0.0	0.204	0.0	0.05	0.0	0.13	0.0	4.103	0.002	1.232	0.001	-0.334	inf	-0.147	0.0	0.148	0.0	0.047	0.0	0.072	0.0	0.134	0.0	5.176	0.001	1.717	0.001
3368	3811	0.00048	0.75028	0.69	65	6800	0.45711	-0.34	0.256	0.0	0.265	0.0	0.214	0.0	0.057	0.0	0.12	0.0	3.367	0.002	1.188	0.001	-0.329	inf	-0.136	0.0	0.153	0.0	0.056	0.0	0.053	0.0	0.127	0.0	4.723	0.002	1.704	0.001
3369	3812	0.00048	0.75028	0.69	65	6850	0.44562	-0.351	0.252	0.0	0.277	0.0	0.224	0.0	0.077	0.0	0.112	0.0	2.979	0.001	1.104	0.001	-0.322	inf	-0.125	0.0	0.156	0.0	0.065	0.0	0.048	0.0	0.119	0.0	4.137	0.002	1.652	0.001
3370	3813	0.00048	0.75028	0.69	65	6900	0.4346	-0.362	0.247	0.0	0.283	0.0	0.222	0.0	0.096	0.0	0.103	0.0	2.797	0.0	0.981	0.0	-0.313	inf	-0.115	0.0	0.157	0.0	0.067	0.0	0.054	0.0	0.105	0.0	3.584	0.001	1.611	0.001
3371	3814	0.00048	0.75028	0.69	65	6950	0.42395	-0.373	0.243	0.0	0.281	0.0	0.209	0.0	0.105	0.0	0.094	0.0	2.692	0.001	0.89	0.001	-0.308	inf	-0.107	0.0	0.155	0.0	0.064	0.0	0.069	0.0	0.088	0.0	3.192	0.001	1.552	0.001
3380	3824	0.00048	0.75028	0.69	75	6650	0.55524	-0.256	0.111	0.0	0.233	0.0	0.291	0.0	0.099	0.0	0.147	0.0	0.016	0.001	1.46	0.001	-0.356	inf	-0.322	0.0	0.138	0.0	0.143	0.0	0.134	0.0	0.152	0.0	0.167	0.001	1.827	0.001
3381	3825	0.00048	0.75028	0.69	75	6700	0.54085	-0.267	0.107	0.0	0.248	0.0	0.282	0.0	0.068	0.0	0.125	0.0	0.062	0.001	1.41	0.001	-0.346	inf	-0.311	0.0	0.144	0.0	0.133	0.0	0.111	0.0	0.13	0.0	0.087	0.001	1.802	0.001
3382	3826	0.00048	0.75028	0.69	75	6750	0.52695	-0.278	0.103	0.0	0.259	0.0	0.274	0.0	0.038	0.0	0.108	0.0	0.316	0.002	1.389	0.001	-0.336	inf	-0.301	0.0	0.148	0.0	0.124	0.0	0.085	0.0	0.113	0.0	0.006	0.001	1.808	0.001
3383	3827	0.00048	0.75028	0.69	75	6800	0.51355	-0.289	0.098	0.0	0.268	0.0	0.269	0.0	0.021	0.0	0.094	0.0	1.288	0.005	1.38	0.001	-0.339	inf	-0.29	0.0	0.151	0.0	0.117	0.0	0.056	0.0	0.099	0.0	6.165	0.002	1.845	0.001
3384	3828	0.00048	0.75028	0.69	75	6850	0.50064	-0.3	0.093	0.0	0.272	0.0	0.256	0.0	0.037	0.0	0.082	0.0	2.125	0.002	1.375	0.001	-0.33	inf	-0.28	0.0	0.15	0.0	0.104	0.0	0.031	0.0	0.088	0.0	5.976	0.003	1.906	0.001
3385	3829	0.00048	0.75028	0.69	75	6900	0.48821	-0.311	0.087	0.0	0.268	0.0	0.236	0.0	0.054	0.0	0.071	0.0	2.307	0.001	1.376	0.001	-0.323	inf	-0.272	0.0	0.145	0.0	0.086	0.0	0.007	0.0	0.076	0.0	5.82	0.009	2.077	0.001
3390	3835	0.00048	0.75028	0.69	85	6600	0.63112	-0.2	-0.021	0.0	0.23	0.0	0.391	0.0	0.165	0.0	0.148	0.0	0.936	0.002	2.128	0.002	-0.345	inf	-0.467	0.0	0.135	0.0	0.239	0.0	0.173	0.0	0.148	0.0	1.047	0.002	2.437	0.002
3391	3836	0.00048	0.75028	0.69	85	6650	0.61502	-0.211	-0.026	0.0	0.242	0.0	0.36	0.0	0.149	0.0	0.131	0.0	0.88	0.001	1.936	0.001	-0.339	inf	-0.457	0.0	0.14	0.0	0.214	0.0	0.158	0.0	0.135	0.0	0.89	0.001	2.21	0.001
3392	3837	0.00048	0.75028	0.69	85	6700	0.59893	-0.223	-0.03	0.0	0.252	0.0	0.352	0.0	0.126	0.0	0.109	0.0	0.849	0.001	1.808	0.001	-0.347	inf	-0.446	0.0	0.143	0.0	0.205	0.0	0.142	0.0	0.115	0.0	0.745	0.001	2.115	0.001
3393	3838	0.00048	0.75028	0.69	85	6750	0.58353	-0.234	-0.036	0.0	0.259	0.0	0.335	0.0	0.102	0.0	0.09	0.0	0.915	0.001	1.729	0.001	-0.341	inf	-0.436	0.0	0.144	0.0	0.187	0.0	0.118	0.0	0.096	0.0	0.646	0.001	2.073	0.001
3394	3839	0.00048	0.75028	0.69	85	6800	0.56866	-0.245	-0.042	0.0	0.259	0.0	0.31	0.0	0.078	0.0	0.072	0.0	1.063	0.001	1.746	0.001	-0.34	inf	-0.427	0.0	0.142	0.0	0.161	0.0	0.091	0.0	0.078	0.0	0.514	0.001	2.165	0.001
3395	3840	0.00048	0.75028	0.69	85	6850	0.55431	-0.256	-0.049	0.0	0.251	0.0	0.28	0.0	0.067	0.0	0.059	0.0	1.347	0.001	1.819	0.001	-0.336	inf	-0.418	0.0	0.135	0.0	0.131	0.0	0.066	0.0	0.066	0.0	0.463	0.001	2.368	0.001
3396	3841	0.00048	0.75028	0.69	95	6500	0.73009	-0.137	-0.131	0.0	0.218	0.0	0.539	0.0	0.2	0.0	0.131	0.0	1.845	0.001	3.495	0.001	-0.297	inf	-0.605	0.0	0.129	0.0	0.342	0.0	0.201	0.0	0.127	0.0	2.096	0.001	4.022	0.001
3397	3843	0.00048	0.75028	0.69	95	6600	0.69159	-0.16	-0.142	0.0	0.235	0.0	0.529	0.0	0.212	0.0	0.122	0.0	1.453	0.001	2.83	0.002	-0.326	inf	-0.586	0.0	0.134	0.0	0.364	0.0	0.203	0.0	0.109	0.0	1.598	0.001	3.145	0.002
3398	3844	0.00048	0.75028	0.69	95	6650	0.67315	-0.172	-0.148	0.0	0.244	0.0	0.466	0.0	0.2	0.0	0.109	0.0	1.347	0.0	2.554	0.001	-0.336	inf	-0.577	0.0	0.137	0.0	0.312	0.0	0.187	0.0	0.102	0.0	1.412	0.001	2.756	0.001
3399	3845	0.00048	0.75028	0.69	95	6700	0.65561	-0.183	-0.154	0.0	0.248	0.0	0.396	0.0	0.174	0.0	0.09	0.0	1.24	0.001	2.362	0.001	-0.335	inf	-0.567	0.0	0.137	0.0	0.246	0.0	0.164	0.0	0.09	0.0	1.186	0.001	2.559	0.001
3400	3846	0.00048	0.75028	0.69	95	6750	0.63872	-0.195	-0.161	0.0	0.245	0.0	0.366	0.0	0.14	0.0	0.07	0.0	1.174	0.001	2.303	0.001	-0.352	inf	-0.558	0.0	0.133	0.0	0.217	0.0	0.136	0.0	0.073	0.0	0.949	0.001	2.567	0.001
3401	3847	0.00048	0.75028	0.69	95	6800	0.62243	-0.206	-0.168	0.0	0.232	0.0	0.344	0.0	0.11	0.0	0.055	0.0	1.197	0.001	2.393	0.001	-0.347	inf	-0.55	0.0	0.123	0.0	0.195	0.0	0.108	0.0	0.061	0.0	0.754	0.001	2.809	0.001
3402	3848	0.00048	0.75028	0.69	105	6650	0.72996	-0.137	-0.26	0.0	0.234	0.0	0.507	0.0	0.216	0.0	0.087	0.0	1.625	0.0	3.253	0.001	-0.338	inf	-0.686	0.0	0.129	0.0	0.34	0.0	0.19	0.0	0.067	0.0	1.726	0.001	3.531	0.002
3403	3849	0.00048	0.75028	0.69	105	6700	0.71099	-0.148	-0.267	0.0	0.229	0.0	0.459	0.0	0.187	0.0	0.069	0.0	1.491	0.0	3.034	0.001	-0.338	inf	-0.677	0.0	0.124	0.0	0.301	0.0	0.16	0.0	0.055	0.0	1.459	0.001	3.205	0.002
3404	3850	0.00048	0.75028	0.69	105	6750	0.69273	-0.159	-0.276	0.0	0.21	0.0	0.446	0.0	0.146	0.0	0.051	0.0	1.38	0.0	3.026	0.001	-0.351	inf	-0.67	0.0	0.111	0.0	0.292	0.0	0.124	0.0	0.045	0.0	1.116	0.001	3.285	0.002
3414	3865	0.00048	0.75028	0.71	35	6850	0.26581	-0.575	0.937	0.0	0.26	0.0	0.153	0.0	0.281	0.0	0.096	0.0	2.725	0.002	5.657	0.004	-0.256	0.984	0.544	0.0	0.155	0.0	6.263	0.0	0.23	0.0	0.09	0.0	3.121	0.002	0.02	0.005
3415	3866	0.00048	0.75028	0.71	35	6900	0.25944	-0.586	0.935	0.0	0.282	0.0	0.155	0.0	0.31	0.0	0.081	0.0	2.603	0.001	5.31	0.003	-0.286	inf	0.553	0.0	0.168	0.0	6.279	0.0	0.273	0.0	0.079	0.0	2.956	0.001	5.765	0.003
3416	3867	0.00048	0.75028	0.71	35	6950	0.25304	-0.597	0.935	0.0	0.298	0.0	0.165	0.0	0.337	0.0	0.077	0.0	2.525	0.001	4.988	0.003	-0.287	inf	0.563	0.0	0.177	0.0	0.02	0.0	0.314	0.0	0.081	0.0	2.838	0.001	5.288	0.003
3417	3868	0.00048	0.75028	0.71	35	7000	0.24723	-0.607	0.934	0.0	0.309	0.0	0.154	0.0	0.356	0.0	0.072	0.0	2.465	0.0	4.789	0.002	-0.285	inf	0.573	0.0	0.185	0.0	0.023	0.0	0.348	0.0	0.084	0.0	2.743	0.001	4.964	0.002
3418	3869	0.00048	0.75028	0.71	35	7050	0.24184	-0.616	0.935	0.0	0.318	0.0	0.135	0.0	0.368	0.0	0.068	0.0	2.423	0.001	4.656	0.003	-0.278	inf	0.583	0.0	0.191	0.0	0.018	0.0	0.373	0.0	0.088	0.0	2.665	0.001	4.742	0.002
3419	3870	0.00048	0.75028	0.71	35	7100	0.23614	-0.627	0.935	0.0	0.324	0.0	0.112	0.0	0.372	0.0	0.064	0.0	2.383	0.0	4.601	0.002	-0.287	inf	0.594	0.0	0.195	0.0	0.006	0.0	0.387	0.0	0.085	0.0	2.593	0.001	4.626	0.002
3420	3871	0.00048	0.75028	0.71	35	7150	0.23059	-0.637	0.934	0.0	0.327	0.0	0.084	0.0	0.37	0.0	0.06	0.0	2.354	0.0	4.617	0.001	-0.285	inf	0.604	0.0	0.196	0.0	6.271	0.0	0.389	0.0	0.078	0.0	2.53	0.0	4.597	0.002
3433	3888	0.00048	0.75028	0.71	45	6850	0.32478	-0.488	0.66	0.0	0.272	0.0	0.125	0.0	0.204	0.0	0.143	0.0	2.921	0.001	6.231	0.002	-0.282	0.883	0.272	0.0	0.161	0.0	6.243	0.0	0.155	0.0	0.146	0.0	3.382	0.002	0.541	0.002
3434	3889	0.00048	0.75028	0.71	45	6900	0.31726	-0.499	0.657	0.0	0.288	0.0	0.121	0.0	0.223	0.0	0.125	0.0	2.813	0.001	5.962	0.001	-0.252	0.923	0.282	0.0	0.169	0.0	6.251	0.0	0.185	0.0	0.127	0.0	3.229	0.001	0.167	0.001
3435	3890	0.00048	0.75028	0.71	45	6950	0.30956	-0.509	0.655	0.0	0.301	0.0	0.12	0.0	0.242	0.0	0.116	0.0	2.75	0.001	5.706	0.001	-0.248	0.992	0.291	0.0	0.176	0.0	6.263	0.0	0.215	0.0	0.117	0.0	3.11	0.001	6.058	0.001
3436	3891	0.00048	0.75028	0.71	45	7000	0.30216	-0.52	0.652	0.0	0.308	0.0	0.108	0.0	0.254	0.0	0.104	0.0	2.703	0.0	5.478	0.001	-0.245	inf	0.3	0.0	0.18	0.0	6.265	0.0	0.239	0.0	0.107	0.0	3.014	0.001	5.683	0.001
3437	3892	0.00048	0.75028	0.71	45	7050	0.29505	-0.53	0.651	0.0	0.313	0.0	0.094	0.0	0.26	0.0	0.095	0.0	2.676	0.0	5.321	0.001	-0.29	inf	0.31	0.0	0.183	0.0	6.265	0.0	0.258	0.0	0.104	0.0	2.932	0.0	5.393	0.001
3438	3893	0.00048	0.75028	0.71	45	7100	0.28819	-0.54	0.649	0.0	0.312	0.0	0.077	0.0	0.26	0.0	0.083	0.0	2.646	0.0	5.209	0.001	-0.292	inf	0.318	0.0	0.183	0.0	6.263	0.0	0.271	0.0	0.098	0.0	2.844	0.0	5.151	0.001
3454	3911	0.00048	0.75028	0.71	55	6800	0.39202	-0.407	0.442	0.0	0.262	0.0	0.169	0.0	0.137	0.0	0.16	0.0	3.141	0.002	0.751	0.002	-0.311	inf	0.045	0.0	0.155	0.0	0.007	0.0	0.102	0.0	0.167	0.0	3.722	0.003	1.303	0.002
3455	3912	0.00048	0.75028	0.71	55	6850	0.38214	-0.418	0.438	0.0	0.276	0.0	0.168	0.0	0.151	0.0	0.142	0.0	2.943	0.001	0.564	0.001	-0.309	inf	0.056	0.0	0.159	0.0	0.008	0.0	0.109	0.0	0.15	0.0	3.489	0.001	1.131	0.001
3456	3913	0.00048	0.75028	0.71	55	6900	0.37296	-0.428	0.434	0.0	0.287	0.0	0.157	0.0	0.161	0.0	0.128	0.0	2.818	0.001	0.353	0.001	-0.302	inf	0.066	0.0	0.164	0.0	0.006	0.0	0.123	0.0	0.131	0.0	3.311	0.001	0.872	0.001
3457	3914	0.00048	0.75028	0.71	55	6950	0.36378	-0.439	0.431	0.0	0.295	0.0	0.146	0.0	0.168	0.0	0.117	0.0	2.753	0.0	0.125	0.001	-0.284	0.953	0.075	0.0	0.168	0.0	0.01	0.0	0.14	0.0	0.111	0.0	3.154	0.001	0.524	0.001
3458	3915	0.00048	0.75028	0.71	55	7000	0.35508	-0.45	0.427	0.0	0.301	0.0	0.138	0.0	0.172	0.0	0.109	0.0	2.706	0.0	6.196	0.0	-0.281	inf	0.083	0.0	0.171	0.0	0.015	0.0	0.155	0.0	0.098	0.0	3.023	0.0	0.181	0.001
3472	3931	0.00048	0.75028	0.71	65	6750	0.46066	-0.337	0.261	0.0	0.253	0.0	0.186	0.0	0.071	0.0	0.138	0.0	3.744	0.001	1.186	0.001	-0.326	inf	-0.147	0.0	0.149	0.0	0.029	0.0	0.072	0.0	0.144	0.0	4.734	0.002	1.683	0.001
3473	3932	0.00048	0.75028	0.71	65	6800	0.44894	-0.348	0.257	0.0	0.267	0.0	0.197	0.0	0.082	0.0	0.128	0.0	3.249	0.001	1.113	0.001	-0.323	inf	-0.136	0.0	0.154	0.0	0.039	0.0	0.062	0.0	0.136	0.0	4.264	0.001	1.636	0.001
3474	3933	0.00048	0.75028	0.71	65	6850	0.43775	-0.359	0.253	0.0	0.279	0.0	0.208	0.0	0.1	0.0	0.118	0.0	2.96	0.001	0.996	0.0	-0.317	inf	-0.125	0.0	0.158	0.0	0.05	0.0	0.064	0.0	0.127	0.0	3.815	0.001	1.547	0.001
