	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
1360	1535	0.00043	0.75041	0.5	75	6700	0.90921	-0.041	0.153	0.0	0.464	0.0	6.184	0.001	0.359	0.001	0.065	0.001	2.835	0.002	5.831	0.008	-0.244	0.905	-0.279	0.0	0.285	0.0	5.966	0.0	0.317	0.0	0.05	0.0	3.17	0.002	0.214	0.009
1361	1537	0.00043	0.75041	0.5	75	6800	0.85942	-0.066	0.149	0.0	0.469	0.0	0.007	0.0	0.385	0.0	0.09	0.0	2.786	0.001	5.93	0.005	-0.248	1.045	-0.263	0.0	0.285	0.0	6.092	0.0	0.361	0.0	0.089	0.0	3.124	0.001	0.188	0.004
1362	1538	0.00043	0.75041	0.5	85	6750	0.98212	-0.008	0.008	0.0	0.461	0.0	6.128	0.0	0.339	0.0	0.075	0.0	2.813	0.001	5.193	0.003	-0.242	1.049	-0.407	0.0	0.28	0.0	5.926	0.0	0.301	0.0	0.071	0.0	3.134	0.001	5.645	0.003
1363	1539	0.00043	0.75041	0.55	35	6050	0.6778	-0.169	1.035	0.0	0.051	0.0	0.68	0.0	0.358	0.0	0.127	0.0	2.847	0.0	5.576	0.0	-0.193	0.603	0.413	0.0	0.026	0.0	0.194	0.0	0.429	0.0	0.163	0.0	3.763	0.0	0.691	0.0
1364	1540	0.00043	0.75041	0.55	35	6100	0.65027	-0.187	1.027	0.0	0.085	0.0	0.539	0.0	0.542	0.0	0.297	0.0	3.001	0.0	5.795	0.0	-0.148	0.562	0.421	0.0	0.047	0.0	0.056	0.0	0.598	0.0	0.345	0.0	3.908	0.0	0.926	0.0
1365	1541	0.00043	0.75041	0.55	35	6150	0.6261	-0.203	1.02	0.0	0.108	0.0	0.376	0.0	0.561	0.0	0.367	0.0	3.186	0.0	6.101	0.0	-0.12	0.546	0.43	0.0	0.065	0.0	6.2	0.0	0.564	0.0	0.394	0.0	4.04	0.0	1.168	0.0
1366	1542	0.00043	0.75041	0.55	35	6200	0.60432	-0.219	1.013	0.0	0.133	0.0	0.214	0.0	0.517	0.0	0.38	0.0	3.334	0.001	0.093	0.001	-0.102	0.585	0.439	0.0	0.084	0.0	6.085	0.0	0.484	0.0	0.386	0.0	4.092	0.001	1.305	0.001
1367	1543	0.00043	0.75041	0.55	35	6250	0.58443	-0.233	1.008	0.0	0.161	0.0	0.096	0.0	0.456	0.0	0.361	0.0	3.392	0.001	0.296	0.002	-0.093	0.637	0.448	0.0	0.106	0.0	6.018	0.0	0.41	0.001	0.356	0.0	4.045	0.001	1.354	0.002
1368	1544	0.00043	0.75041	0.55	35	6300	0.56609	-0.247	1.003	0.0	0.192	0.0	0.022	0.001	0.407	0.001	0.334	0.001	3.315	0.003	0.421	0.003	-0.089	0.661	0.457	0.0	0.128	0.0	5.985	0.001	0.361	0.001	0.322	0.001	3.865	0.003	1.349	0.004
1369	1545	0.00043	0.75041	0.55	35	6350	0.54899	-0.26	0.999	0.0	0.222	0.0	6.254	0.001	0.378	0.001	0.302	0.001	3.123	0.003	0.449	0.004	-0.089	0.675	0.466	0.0	0.149	0.0	5.964	0.001	0.341	0.001	0.283	0.001	3.576	0.004	1.274	0.005
1370	1546	0.00043	0.75041	0.55	35	6400	0.53291	-0.273	0.996	0.0	0.253	0.0	6.234	0.001	0.375	0.001	0.271	0.001	2.895	0.003	0.372	0.004	-0.094	0.658	0.475	0.0	0.171	0.0	5.966	0.001	0.351	0.001	0.246	0.001	3.28	0.003	1.118	0.004
1371	1547	0.00043	0.75041	0.55	35	6450	0.51768	-0.286	0.994	0.0	0.284	0.0	6.237	0.001	0.392	0.001	0.243	0.001	2.688	0.003	0.189	0.005	-0.233	0.733	0.486	0.0	0.19	0.0	5.98	0.001	0.374	0.001	0.217	0.001	3.048	0.003	0.927	0.004
1372	1548	0.00043	0.75041	0.55	35	6500	0.50321	-0.298	0.993	0.0	0.314	0.0	6.251	0.001	0.418	0.001	0.226	0.001	2.531	0.002	6.178	0.003	-0.23	0.89	0.499	0.0	0.207	0.0	6.0	0.0	0.4	0.0	0.204	0.0	2.885	0.001	0.645	0.003
1373	1549	0.00043	0.75041	0.55	35	6550	0.48936	-0.31	0.993	0.0	0.344	0.0	6.275	0.0	0.442	0.0	0.233	0.0	2.416	0.001	5.808	0.002	-0.198	0.957	0.512	0.0	0.221	0.0	6.025	0.0	0.421	0.0	0.211	0.0	2.765	0.001	0.304	0.002
1374	1550	0.00043	0.75041	0.55	35	6600	0.47622	-0.322	0.993	0.0	0.371	0.0	0.016	0.0	0.457	0.0	0.256	0.0	2.339	0.001	5.497	0.002	-0.154	1.024	0.525	0.0	0.235	0.0	6.056	0.0	0.436	0.0	0.235	0.0	2.677	0.001	6.249	0.002
1375	1551	0.00043	0.75041	0.55	35	6650	0.46357	-0.334	0.995	0.0	0.396	0.0	0.036	0.0	0.464	0.0	0.281	0.0	2.292	0.001	5.27	0.002	-0.144	inf	0.538	0.0	0.249	0.0	6.089	0.001	0.447	0.001	0.266	0.001	2.616	0.002	5.96	0.003
1376	1552	0.00043	0.75041	0.55	35	6700	0.45138	-0.345	0.999	0.0	0.416	0.0	0.054	0.001	0.465	0.001	0.3	0.001	2.262	0.002	5.112	0.003	-0.136	inf	0.551	0.0	0.261	0.0	6.12	0.001	0.452	0.001	0.292	0.001	2.573	0.003	5.753	0.004
1377	1553	0.00043	0.75041	0.55	35	6750	0.43967	-0.357	1.005	0.0	0.433	0.0	0.071	0.001	0.467	0.001	0.315	0.001	2.248	0.002	4.998	0.004	-0.136	inf	0.567	0.0	0.27	0.0	6.141	0.001	0.453	0.001	0.309	0.001	2.553	0.003	5.622	0.004
1384	1562	0.00043	0.75041	0.55	45	5950	0.9012	-0.045	0.774	0.0	0.037	0.0	0.62	0.0	0.378	0.0	0.11	0.0	3.281	0.0	0.535	0.0	-0.244	0.414	0.119	0.0	0.02	0.0	0.01	0.0	0.411	0.0	0.13	0.0	4.434	0.0	2.348	0.001
1385	1563	0.00043	0.75041	0.55	45	6000	0.86203	-0.064	0.766	0.0	0.063	0.0	0.44	0.0	0.624	0.0	0.341	0.0	3.412	0.0	0.383	0.0	-0.145	0.316	0.13	0.0	0.036	0.0	6.103	0.0	0.639	0.0	0.379	0.0	4.595	0.0	2.191	0.0
1386	1564	0.00043	0.75041	0.55	45	6050	0.82761	-0.082	0.758	0.0	0.082	0.0	0.346	0.0	0.675	0.0	0.436	0.0	3.579	0.0	0.544	0.0	-0.111	0.323	0.139	0.0	0.051	0.0	6.061	0.0	0.649	0.0	0.449	0.0	4.66	0.0	2.205	0.001
1387	1565	0.00043	0.75041	0.55	45	6100	0.79679	-0.099	0.751	0.0	0.104	0.0	0.202	0.0	0.616	0.0	0.461	0.0	3.721	0.0	0.769	0.001	-0.102	0.368	0.149	0.0	0.068	0.0	5.991	0.0	0.555	0.0	0.448	0.0	4.643	0.0	2.221	0.001
1388	1566	0.00043	0.75041	0.55	45	6150	0.76893	-0.114	0.744	0.0	0.131	0.0	0.043	0.0	0.519	0.0	0.445	0.0	3.804	0.001	0.92	0.001	-0.093	0.401	0.157	0.0	0.088	0.0	5.906	0.0	0.446	0.0	0.422	0.0	4.567	0.001	2.155	0.001
1389	1567	0.00043	0.75041	0.55	45	6200	0.74341	-0.129	0.738	0.0	0.161	0.0	6.19	0.0	0.426	0.001	0.411	0.001	3.81	0.001	0.985	0.002	-0.09	0.453	0.166	0.0	0.109	0.0	5.831	0.0	0.355	0.001	0.387	0.001	4.436	0.002	2.039	0.002
1390	1568	0.00043	0.75041	0.55	45	6250	0.71969	-0.143	0.733	0.0	0.194	0.0	6.099	0.001	0.356	0.001	0.37	0.001	3.723	0.002	0.981	0.003	-0.09	0.555	0.175	0.0	0.132	0.0	5.788	0.001	0.294	0.001	0.349	0.001	4.234	0.003	1.894	0.003
1391	1569	0.00043	0.75041	0.55	45	6300	0.69751	-0.156	0.729	0.0	0.228	0.0	6.061	0.001	0.322	0.001	0.324	0.001	3.557	0.004	0.922	0.004	-0.089	0.61	0.185	0.0	0.155	0.0	5.781	0.001	0.27	0.001	0.301	0.001	3.976	0.004	1.732	0.005
1392	1570	0.00043	0.75041	0.55	45	6350	0.67665	-0.17	0.726	0.0	0.261	0.0	6.071	0.001	0.325	0.001	0.276	0.001	3.372	0.003	0.794	0.004	-0.089	0.65	0.195	0.0	0.178	0.0	5.814	0.001	0.282	0.001	0.253	0.001	3.728	0.004	1.521	0.005
1393	1571	0.00043	0.75041	0.55	45	6400	0.65691	-0.182	0.723	0.0	0.293	0.0	6.101	0.001	0.354	0.001	0.227	0.001	3.186	0.003	0.581	0.004	-0.235	0.689	0.205	0.0	0.199	0.0	5.859	0.001	0.319	0.001	0.205	0.001	3.513	0.003	1.245	0.004
1394	1572	0.00043	0.75041	0.55	45	6450	0.63803	-0.195	0.723	0.0	0.322	0.0	6.141	0.001	0.398	0.001	0.188	0.001	3.024	0.004	0.299	0.008	-0.234	0.709	0.217	0.0	0.215	0.0	5.897	0.001	0.359	0.001	0.169	0.001	3.37	0.004	0.995	0.008
1395	1573	0.00043	0.75041	0.55	45	6500	0.6205	-0.207	0.723	0.0	0.349	0.0	6.181	0.001	0.447	0.001	0.172	0.001	2.88	0.003	6.207	0.007	-0.23	0.706	0.231	0.0	0.229	0.0	5.934	0.001	0.406	0.001	0.153	0.001	3.247	0.003	0.661	0.006
1396	1574	0.00043	0.75041	0.55	45	6550	0.60296	-0.22	0.722	0.0	0.375	0.0	6.222	0.001	0.487	0.001	0.176	0.001	2.758	0.003	5.89	0.006	-0.204	0.698	0.244	0.0	0.241	0.0	5.974	0.001	0.444	0.001	0.154	0.001	3.14	0.002	0.382	0.005
1397	1575	0.00043	0.75041	0.55	45	6600	0.58677	-0.232	0.724	0.0	0.399	0.0	6.26	0.001	0.517	0.001	0.193	0.001	2.66	0.002	5.665	0.004	-0.165	0.792	0.257	0.0	0.253	0.0	6.018	0.001	0.48	0.001	0.171	0.001	3.038	0.002	0.12	0.004
1398	1576	0.00043	0.75041	0.55	45	6650	0.571	-0.243	0.726	0.0	0.418	0.0	0.003	0.0	0.535	0.001	0.212	0.0	2.584	0.001	5.527	0.003	-0.161	0.984	0.27	0.0	0.264	0.0	6.055	0.0	0.507	0.0	0.195	0.0	2.948	0.001	6.21	0.002
1405	1585	0.00043	0.75041	0.55	55	6050	0.97617	-0.01	0.537	0.0	0.095	0.0	0.103	0.0	0.659	0.0	0.46	0.0	4.273	0.001	1.644	0.001	-0.095	0.318	-0.079	0.0	0.065	0.0	5.854	0.0	0.538	0.0	0.419	0.0	5.284	0.001	3.197	0.001
1406	1586	0.00043	0.75041	0.55	55	6100	0.94135	-0.026	0.531	0.0	0.122	0.0	6.231	0.0	0.538	0.0	0.438	0.0	4.301	0.001	1.662	0.001	-0.099	0.366	-0.07	0.0	0.084	0.0	5.787	0.0	0.428	0.0	0.397	0.0	5.13	0.001	2.959	0.001
1407	1587	0.00043	0.75041	0.55	55	6150	0.90937	-0.041	0.524	0.0	0.153	0.0	6.101	0.0	0.427	0.0	0.401	0.0	4.271	0.001	1.661	0.001	-0.096	0.393	-0.061	0.0	0.106	0.0	5.727	0.0	0.333	0.0	0.363	0.0	4.947	0.001	2.756	0.001
1408	1588	0.00043	0.75041	0.55	55	6200	0.87966	-0.056	0.518	0.0	0.187	0.0	6.029	0.001	0.34	0.001	0.364	0.001	4.163	0.002	1.629	0.002	-0.088	0.422	-0.052	0.0	0.128	0.0	5.707	0.001	0.262	0.001	0.331	0.001	4.714	0.002	2.577	0.002
1409	1589	0.00043	0.75041	0.55	55	6250	0.85189	-0.07	0.513	0.0	0.22	0.0	6.014	0.001	0.286	0.001	0.328	0.001	3.96	0.003	1.567	0.003	-0.087	0.456	-0.043	0.0	0.15	0.0	5.73	0.001	0.223	0.001	0.299	0.001	4.403	0.004	2.411	0.004
1410	1590	0.00043	0.75041	0.55	55	6300	0.82574	-0.083	0.509	0.0	0.254	0.0	6.013	0.001	0.265	0.001	0.294	0.001	3.686	0.004	1.461	0.004	-0.282	0.475	-0.033	0.0	0.173	0.0	5.755	0.001	0.216	0.001	0.267	0.001	4.029	0.005	2.227	0.004
1411	1591	0.00043	0.75041	0.55	55	6350	0.80102	-0.096	0.506	0.0	0.286	0.0	6.013	0.001	0.271	0.001	0.258	0.001	3.424	0.003	1.294	0.004	-0.276	0.522	-0.023	0.0	0.194	0.0	5.776	0.001	0.235	0.001	0.232	0.001	3.705	0.004	1.996	0.004
1412	1592	0.00043	0.75041	0.55	55	6400	0.77754	-0.109	0.504	0.0	0.317	0.0	6.027	0.001	0.297	0.001	0.226	0.001	3.224	0.003	1.045	0.004	-0.252	0.61	-0.013	0.0	0.214	0.0	5.802	0.001	0.268	0.001	0.202	0.001	3.488	0.003	1.709	0.004
1413	1593	0.00043	0.75041	0.55	55	6450	0.75513	-0.122	0.503	0.0	0.345	0.0	6.062	0.001	0.329	0.001	0.206	0.001	3.105	0.004	0.725	0.005	-0.233	0.739	0.0	0.0	0.23	0.0	5.832	0.001	0.293	0.001	0.187	0.001	3.392	0.004	1.433	0.006
1414	1594	0.00043	0.75041	0.55	55	6500	0.73395	-0.134	0.503	0.0	0.37	0.0	6.112	0.001	0.368	0.001	0.2	0.001	3.026	0.004	0.325	0.007	-0.251	0.808	0.013	0.0	0.243	0.0	5.875	0.001	0.322	0.001	0.182	0.001	3.346	0.004	1.087	0.007
1415	1595	0.00043	0.75041	0.55	55	6550	0.71293	-0.147	0.502	0.0	0.393	0.0	6.167	0.001	0.413	0.001	0.209	0.001	2.956	0.003	6.18	0.005	-0.229	0.821	0.026	0.0	0.253	0.0	5.925	0.001	0.359	0.001	0.188	0.001	3.308	0.003	0.683	0.005
1416	1596	0.00043	0.75041	0.55	55	6600	0.69388	-0.159	0.504	0.0	0.414	0.0	6.209	0.001	0.456	0.001	0.228	0.001	2.892	0.002	5.85	0.004	-0.194	0.838	0.04	0.0	0.264	0.0	5.971	0.001	0.404	0.001	0.207	0.001	3.256	0.002	0.306	0.004
1417	1597	0.00043	0.75041	0.55	55	6650	0.67519	-0.171	0.507	0.0	0.43	0.0	6.238	0.001	0.49	0.001	0.245	0.001	2.828	0.002	5.611	0.003	-0.174	0.869	0.053	0.0	0.272	0.0	6.009	0.001	0.447	0.001	0.231	0.001	3.193	0.002	0.008	0.003
1424	1604	0.00043	0.75041	0.55	65	6250	0.98187	-0.008	0.33	0.0	0.235	0.0	5.988	0.001	0.223	0.001	0.245	0.001	4.233	0.004	2.042	0.005	-0.286	0.513	-0.225	0.0	0.16	0.0	5.715	0.001	0.158	0.001	0.217	0.001	4.667	0.006	2.866	0.005
1425	1605	0.00043	0.75041	0.55	65	6300	0.95162	-0.022	0.326	0.0	0.271	0.0	5.985	0.001	0.21	0.001	0.221	0.001	3.81	0.004	1.963	0.005	-0.278	0.538	-0.215	0.0	0.183	0.0	5.738	0.001	0.163	0.001	0.196	0.001	4.096	0.006	2.728	0.005
1426	1606	0.00043	0.75041	0.55	65	6350	0.92294	-0.035	0.323	0.0	0.305	0.0	6.002	0.001	0.229	0.001	0.196	0.001	3.456	0.004	1.833	0.005	-0.274	0.57	-0.205	0.0	0.205	0.0	5.774	0.001	0.198	0.001	0.173	0.001	3.689	0.005	2.551	0.005
1427	1607	0.00043	0.75041	0.55	65	6400	0.89564	-0.048	0.321	0.0	0.336	0.0	6.021	0.001	0.263	0.001	0.172	0.001	3.219	0.003	1.611	0.005	-0.258	0.592	-0.194	0.0	0.225	0.0	5.804	0.001	0.24	0.001	0.151	0.001	3.453	0.004	2.3	0.006
1428	1608	0.00043	0.75041	0.55	65	6450	0.86968	-0.061	0.32	0.0	0.363	0.0	6.044	0.001	0.297	0.001	0.158	0.001	3.088	0.003	1.318	0.006	-0.258	0.616	-0.181	0.0	0.239	0.0	5.822	0.001	0.267	0.001	0.147	0.001	3.355	0.004	2.04	0.006
1429	1609	0.00043	0.75041	0.55	65	6500	0.84505	-0.073	0.319	0.0	0.388	0.0	6.074	0.001	0.331	0.001	0.149	0.001	2.996	0.004	0.919	0.007	-0.258	0.715	-0.168	0.0	0.251	0.0	5.845	0.001	0.292	0.001	0.141	0.001	3.288	0.004	1.714	0.007
1430	1610	0.00043	0.75041	0.55	65	6550	0.82111	-0.086	0.318	0.0	0.41	0.0	6.106	0.001	0.363	0.001	0.157	0.001	2.93	0.003	0.447	0.006	-0.254	0.845	-0.155	0.0	0.262	0.0	5.873	0.001	0.316	0.001	0.145	0.001	3.243	0.003	1.297	0.006
1431	1611	0.00043	0.75041	0.55	65	6600	0.79823	-0.098	0.317	0.0	0.429	0.0	6.141	0.001	0.39	0.001	0.184	0.001	2.89	0.002	0.076	0.004	-0.197	0.916	-0.143	0.0	0.272	0.0	5.911	0.001	0.341	0.001	0.167	0.001	3.211	0.002	0.874	0.004
1432	1612	0.00043	0.75041	0.55	65	6650	0.77571	-0.11	0.319	0.0	0.443	0.0	6.17	0.001	0.414	0.001	0.217	0.001	2.861	0.002	6.089	0.004	-0.197	0.961	-0.131	0.0	0.28	0.0	5.948	0.001	0.367	0.001	0.2	0.001	3.185	0.002	0.529	0.003
1437	1618	0.00043	0.75041	0.55	75	6450	0.98224	-0.008	0.164	0.0	0.377	0.0	6.075	0.001	0.261	0.001	0.085	0.001	3.117	0.004	1.722	0.012	-0.256	0.647	-0.336	0.0	0.245	0.0	5.852	0.001	0.232	0.001	0.079	0.001	3.399	0.005	2.388	0.013
1438	1619	0.00043	0.75041	0.55	75	6500	0.95376	-0.021	0.162	0.0	0.4	0.0	6.101	0.001	0.302	0.001	0.074	0.001	3.011	0.003	1.34	0.012	-0.255	0.664	-0.323	0.0	0.256	0.0	5.873	0.001	0.265	0.001	0.075	0.001	3.32	0.004	2.13	0.012
1439	1620	0.00043	0.75041	0.55	75	6550	0.92664	-0.033	0.162	0.0	0.42	0.0	6.18	0.001	0.329	0.001	0.078	0.001	2.949	0.004	0.819	0.014	-0.276	0.718	-0.313	0.0	0.265	0.0	5.949	0.001	0.288	0.001	0.078	0.001	3.274	0.004	1.71	0.014
1440	1621	0.00043	0.75041	0.55	75	6600	0.90079	-0.045	0.159	0.0	0.44	0.0	6.118	0.001	0.369	0.001	0.094	0.001	2.871	0.002	0.343	0.008	-0.255	0.866	-0.298	0.0	0.275	0.0	5.89	0.001	0.324	0.001	0.085	0.001	3.201	0.002	1.265	0.008
1441	1622	0.00043	0.75041	0.55	75	6650	0.87579	-0.058	0.159	0.0	0.454	0.0	6.128	0.001	0.39	0.001	0.123	0.001	2.825	0.003	0.06	0.007	-0.204	0.953	-0.287	0.0	0.282	0.0	5.909	0.001	0.348	0.001	0.11	0.001	3.154	0.002	0.85	0.007
1442	1623	0.00043	0.75041	0.55	75	6700	0.85184	-0.07	0.158	0.0	0.463	0.0	6.136	0.001	0.401	0.001	0.151	0.001	2.79	0.002	6.156	0.005	-0.206	1.075	-0.276	0.0	0.287	0.0	5.929	0.001	0.365	0.001	0.142	0.001	3.11	0.002	0.549	0.004
1443	1624	0.00043	0.75041	0.55	75	6750	0.82832	-0.082	0.157	0.0	0.467	0.0	6.117	0.001	0.405	0.001	0.173	0.001	2.749	0.002	5.985	0.003	-0.203	1.128	-0.265	0.0	0.288	0.0	5.92	0.0	0.372	0.0	0.167	0.0	3.062	0.002	0.316	0.003
1444	1628	0.00043	0.75041	0.55	85	6650	0.97352	-0.012	0.02	0.0	0.46	0.0	6.147	0.0	0.365	0.001	0.064	0.0	2.84	0.002	5.974	0.008	-0.253	0.887	-0.423	0.0	0.283	0.0	5.927	0.0	0.321	0.0	0.047	0.0	3.175	0.002	0.492	0.01
1445	1629	0.00043	0.75041	0.55	85	6700	0.94649	-0.024	0.018	0.0	0.467	0.0	6.132	0.0	0.384	0.0	0.08	0.0	2.794	0.001	5.947	0.005	-0.256	1.037	-0.413	0.0	0.287	0.0	5.924	0.0	0.347	0.0	0.067	0.0	3.121	0.001	0.347	0.006
1446	1630	0.00043	0.75041	0.55	85	6750	0.92056	-0.036	0.013	0.0	0.464	0.0	6.056	0.0	0.392	0.0	0.091	0.0	2.737	0.001	5.824	0.003	-0.248	1.16	-0.403	0.0	0.283	0.0	5.866	0.0	0.362	0.0	0.085	0.0	3.05	0.001	0.117	0.003
1447	1632	0.00043	0.75041	0.57	35	6050	0.66258	-0.179	1.036	0.0	0.01	0.0	0.714	0.0	0.069	0.0	0.006	0.0	2.795	0.0	5.536	0.003	-0.304	inf	0.414	0.0	0.005	0.0	0.195	0.0	0.086	0.0	0.004	0.0	3.779	0.0	1.485	0.01
1448	1633	0.00043	0.75041	0.57	35	6100	0.63541	-0.197	1.027	0.0	0.083	0.0	0.595	0.0	0.498	0.0	0.251	0.0	2.883	0.0	5.594	0.0	-0.158	0.629	0.421	0.0	0.045	0.0	0.137	0.0	0.567	0.0	0.3	0.0	3.744	0.0	0.653	0.0
1449	1634	0.00043	0.75041	0.57	35	6150	0.61155	-0.214	1.02	0.0	0.108	0.0	0.431	0.0	0.543	0.0	0.337	0.0	3.065	0.0	5.907	0.0	-0.127	0.597	0.43	0.0	0.063	0.0	6.266	0.0	0.562	0.0	0.371	0.0	3.9	0.0	0.943	0.0
1450	1635	0.00043	0.75041	0.57	35	6200	0.59024	-0.229	1.014	0.0	0.133	0.0	0.271	0.0	0.513	0.0	0.366	0.0	3.212	0.0	6.204	0.001	-0.114	0.637	0.439	0.0	0.083	0.0	6.144	0.0	0.492	0.0	0.379	0.0	3.969	0.0	1.128	0.001
1451	1636	0.00043	0.75041	0.57	35	6250	0.57078	-0.244	1.008	0.0	0.16	0.0	0.158	0.0	0.458	0.0	0.362	0.0	3.27	0.001	0.15	0.001	-0.1	0.678	0.448	0.0	0.104	0.0	6.077	0.0	0.42	0.0	0.361	0.0	3.933	0.001	1.216	0.002
1452	1637	0.00043	0.75041	0.57	35	6300	0.55285	-0.257	1.003	0.0	0.19	0.0	0.077	0.001	0.402	0.001	0.346	0.001	3.185	0.002	0.275	0.003	-0.094	0.695	0.457	0.0	0.126	0.0	6.037	0.001	0.363	0.001	0.337	0.001	3.739	0.003	1.215	0.003
1453	1638	0.00043	0.75041	0.57	35	6350	0.53615	-0.271	0.999	0.0	0.22	0.0	0.01	0.001	0.365	0.001	0.32	0.001	2.984	0.002	0.277	0.003	-0.091	0.721	0.466	0.0	0.147	0.0	6.0	0.001	0.335	0.001	0.303	0.001	3.438	0.003	1.116	0.003
1454	1639	0.00043	0.75041	0.57	35	6400	0.52046	-0.284	0.996	0.0	0.251	0.0	6.269	0.001	0.359	0.001	0.288	0.001	2.762	0.002	0.166	0.003	-0.102	0.739	0.475	0.0	0.168	0.0	5.999	0.001	0.341	0.001	0.265	0.001	3.146	0.002	0.922	0.003
1455	1640	0.00043	0.75041	0.57	35	6450	0.50562	-0.296	0.994	0.0	0.283	0.0	6.273	0.001	0.372	0.001	0.259	0.001	2.565	0.002	6.232	0.003	-0.23	0.848	0.486	0.0	0.188	0.0	6.014	0.0	0.36	0.0	0.235	0.0	2.919	0.002	0.688	0.002
1456	1641	0.00043	0.75041	0.57	35	6500	0.49158	-0.308	0.994	0.0	0.313	0.0	0.026	0.0	0.401	0.0	0.245	0.0	2.431	0.001	5.951	0.002	-0.204	0.894	0.497	0.0	0.205	0.0	6.057	0.0	0.39	0.0	0.226	0.0	2.794	0.001	0.417	0.002
1457	1642	0.00043	0.75041	0.57	35	6550	0.47808	-0.32	0.993	0.0	0.344	0.0	0.027	0.0	0.414	0.0	0.253	0.0	2.32	0.001	5.562	0.002	-0.197	0.961	0.512	0.0	0.22	0.0	6.061	0.0	0.397	0.0	0.231	0.0	2.654	0.001	0.037	0.002
1458	1643	0.00043	0.75041	0.57	35	6600	0.46521	-0.332	0.994	0.0	0.372	0.0	0.051	0.0	0.426	0.0	0.275	0.0	2.259	0.001	5.263	0.002	-0.152	1.028	0.525	0.0	0.235	0.0	6.094	0.0	0.408	0.0	0.256	0.0	2.58	0.001	5.986	0.002
1459	1644	0.00043	0.75041	0.57	35	6650	0.45291	-0.344	0.996	0.0	0.398	0.0	0.067	0.001	0.433	0.001	0.295	0.001	2.226	0.002	5.054	0.003	-0.141	inf	0.538	0.0	0.25	0.0	6.123	0.001	0.418	0.001	0.283	0.001	2.534	0.002	5.719	0.003
1460	1645	0.00043	0.75041	0.57	35	6700	0.44107	-0.355	1.0	0.0	0.418	0.0	0.079	0.001	0.437	0.001	0.308	0.001	2.208	0.002	4.914	0.003	-0.136	inf	0.552	0.0	0.262	0.0	6.148	0.001	0.424	0.001	0.303	0.001	2.505	0.003	5.534	0.004
1461	1646	0.00043	0.75041	0.57	35	6750	0.42962	-0.367	1.006	0.0	0.432	0.0	0.168	0.001	0.444	0.001	0.322	0.001	2.203	0.003	4.834	0.005	-0.155	inf	0.563	0.0	0.269	0.0	6.239	0.001	0.436	0.001	0.325	0.001	2.518	0.004	5.45	0.005
1468	1655	0.00043	0.75041	0.57	45	5950	0.8805	-0.055	0.774	0.0	0.016	0.0	0.651	0.0	0.148	0.0	0.019	0.0	3.13	0.0	0.202	0.001	-0.279	0.661	0.119	0.0	0.008	0.0	0.077	0.0	0.158	0.0	0.022	0.0	4.217	0.0	1.893	0.002
1469	1656	0.00043	0.75041	0.57	45	6000	0.84175	-0.075	0.766	0.0	0.062	0.0	0.506	0.0	0.563	0.0	0.294	0.0	3.258	0.0	0.09	0.0	-0.151	0.346	0.13	0.0	0.035	0.0	6.195	0.0	0.602	0.0	0.341	0.0	4.39	0.0	1.824	0.0
1470	1657	0.00043	0.75041	0.57	45	6050	0.8079	-0.093	0.758	0.0	0.083	0.0	0.381	0.0	0.647	0.0	0.411	0.0	3.422	0.0	0.26	0.0	-0.132	0.357	0.139	0.0	0.05	0.0	6.107	0.0	0.647	0.0	0.439	0.0	4.48	0.0	1.887	0.0
1471	1658	0.00043	0.75041	0.57	45	6100	0.77849	-0.109	0.752	0.0	0.103	0.0	0.211	0.0	0.607	0.0	0.444	0.0	3.604	0.0	0.548	0.001	-0.102	0.391	0.148	0.0	0.066	0.0	6.002	0.0	0.561	0.0	0.441	0.0	4.525	0.0	1.994	0.001
1472	1659	0.00043	0.75041	0.57	45	6150	0.75044	-0.125	0.745	0.0	0.131	0.0	0.084	0.0	0.523	0.0	0.434	0.0	3.676	0.001	0.69	0.001	-0.093	0.429	0.158	0.0	0.086	0.0	5.945	0.0	0.46	0.0	0.418	0.0	4.443	0.001	1.932	0.001
1473	1660	0.00043	0.75041	0.57	45	6200	0.7255	-0.139	0.739	0.0	0.161	0.0	6.233	0.0	0.436	0.0	0.401	0.0	3.699	0.001	0.787	0.002	-0.09	0.497	0.166	0.0	0.108	0.0	5.872	0.0	0.37	0.001	0.381	0.001	4.331	0.002	1.848	0.002
1474	1661	0.00043	0.75041	0.57	45	6250	0.70238	-0.153	0.734	0.0	0.194	0.0	6.146	0.001	0.37	0.001	0.358	0.001	3.623	0.002	0.803	0.003	-0.088	0.592	0.175	0.0	0.131	0.0	5.832	0.001	0.311	0.001	0.34	0.001	4.142	0.003	1.72	0.003
1475	1662	0.00043	0.75041	0.57	45	6300	0.68078	-0.167	0.73	0.0	0.227	0.0	6.105	0.001	0.341	0.001	0.309	0.001	3.467	0.004	0.755	0.005	-0.09	0.645	0.185	0.0	0.154	0.0	5.824	0.001	0.29	0.001	0.29	0.001	3.896	0.004	1.565	0.005
