	Model_ID	Z	X	M	L	Teff	Period	logP	V_M0	V_err_M0	V_A1	V_A1_err	V_phi1	V_phi1_err	V_R21	V_R21_err	V_R31	V_R31_err	V_P21	V_P21_err	V_P31	V_P31_err	I_Skewness	I_acuteness	I_M0	I_err_M0	I_A1	I_A1_err	I_phi1	I_phi1_err	I_R21	I_R21_err	I_R31	I_R31_err	I_P21	I_P21_err	I_P31	I_P31_err
5671	6443	0.00061	0.74996	0.65	55	6400	0.69583	-0.157	0.504	0.0	0.317	0.0	6.149	0.001	0.414	0.001	0.178	0.001	2.926	0.003	0.232	0.007	-0.233	0.709	-0.014	0.0	0.211	0.0	5.908	0.001	0.382	0.001	0.159	0.001	3.273	0.003	0.901	0.007
5672	6444	0.00061	0.74996	0.65	55	6450	0.67639	-0.17	0.504	0.0	0.345	0.0	6.18	0.001	0.458	0.001	0.164	0.001	2.782	0.003	6.193	0.006	-0.231	0.706	0.0	0.0	0.225	0.0	5.938	0.001	0.423	0.001	0.146	0.001	3.143	0.003	0.626	0.006
5673	6445	0.00061	0.74996	0.65	55	6500	0.65768	-0.182	0.504	0.0	0.372	0.0	6.203	0.001	0.496	0.001	0.173	0.001	2.665	0.003	5.874	0.007	-0.203	0.724	0.014	0.0	0.238	0.0	5.961	0.001	0.459	0.001	0.15	0.001	3.036	0.003	0.355	0.006
5674	6446	0.00061	0.74996	0.65	55	6550	0.63975	-0.194	0.504	0.0	0.396	0.0	6.225	0.001	0.524	0.001	0.195	0.001	2.573	0.003	5.646	0.006	-0.165	0.972	0.027	0.0	0.251	0.0	5.987	0.001	0.491	0.001	0.171	0.001	2.94	0.002	0.106	0.005
5675	6447	0.00061	0.74996	0.65	55	6600	0.62255	-0.206	0.507	0.0	0.418	0.0	6.243	0.001	0.538	0.001	0.22	0.001	2.503	0.002	5.489	0.003	-0.158	inf	0.04	0.0	0.263	0.0	6.015	0.001	0.511	0.001	0.199	0.001	2.855	0.001	6.179	0.003
5682	6456	0.00061	0.74996	0.65	65	6100	0.96515	-0.015	0.343	0.0	0.141	0.0	6.226	0.0	0.484	0.0	0.432	0.0	3.992	0.001	1.303	0.001	-0.093	0.376	-0.256	0.0	0.095	0.0	5.821	0.0	0.399	0.0	0.399	0.0	4.714	0.001	2.493	0.001
5683	6457	0.00061	0.74996	0.65	65	6150	0.9331	-0.03	0.337	0.0	0.173	0.0	6.099	0.0	0.387	0.001	0.394	0.001	3.917	0.002	1.304	0.002	-0.087	0.404	-0.247	0.0	0.118	0.0	5.755	0.0	0.313	0.001	0.365	0.001	4.488	0.002	2.317	0.002
5684	6458	0.00061	0.74996	0.65	65	6200	0.90332	-0.044	0.332	0.0	0.207	0.0	6.025	0.001	0.322	0.001	0.355	0.001	3.761	0.002	1.251	0.003	-0.086	0.443	-0.238	0.0	0.14	0.0	5.725	0.001	0.261	0.001	0.329	0.001	4.216	0.003	2.137	0.003
5685	6459	0.00061	0.74996	0.65	65	6250	0.87537	-0.058	0.328	0.0	0.241	0.0	6.004	0.001	0.296	0.001	0.309	0.001	3.553	0.003	1.15	0.003	-0.089	0.484	-0.228	0.0	0.163	0.0	5.737	0.001	0.246	0.001	0.287	0.001	3.92	0.004	1.935	0.004
5686	6460	0.00061	0.74996	0.65	65	6300	0.84901	-0.071	0.325	0.0	0.275	0.0	6.016	0.001	0.3	0.001	0.265	0.001	3.345	0.003	0.984	0.004	-0.254	0.58	-0.218	0.0	0.185	0.0	5.771	0.001	0.261	0.001	0.243	0.001	3.659	0.004	1.695	0.004
5687	6461	0.00061	0.74996	0.65	65	6350	0.82403	-0.084	0.322	0.0	0.307	0.0	6.041	0.001	0.328	0.001	0.227	0.001	3.171	0.003	0.721	0.005	-0.234	0.678	-0.207	0.0	0.206	0.0	5.811	0.001	0.297	0.001	0.207	0.001	3.465	0.004	1.368	0.005
5688	6462	0.00061	0.74996	0.65	65	6400	0.80028	-0.097	0.322	0.0	0.337	0.0	6.079	0.001	0.365	0.001	0.202	0.001	3.051	0.003	0.381	0.006	-0.232	0.776	-0.195	0.0	0.224	0.0	5.847	0.001	0.329	0.001	0.184	0.001	3.362	0.003	1.054	0.006
5689	6463	0.00061	0.74996	0.65	65	6450	0.77775	-0.109	0.322	0.0	0.363	0.0	6.127	0.001	0.411	0.001	0.192	0.001	2.957	0.003	6.263	0.007	-0.23	0.786	-0.181	0.0	0.237	0.0	5.889	0.001	0.367	0.001	0.174	0.001	3.299	0.003	0.706	0.007
5690	6464	0.00061	0.74996	0.65	65	6500	0.75599	-0.121	0.322	0.0	0.388	0.0	6.174	0.001	0.459	0.001	0.198	0.001	2.869	0.002	5.889	0.005	-0.204	0.773	-0.167	0.0	0.249	0.0	5.931	0.001	0.409	0.001	0.175	0.001	3.235	0.002	0.359	0.005
5691	6465	0.00061	0.74996	0.65	65	6550	0.73532	-0.134	0.323	0.0	0.41	0.0	6.215	0.001	0.499	0.001	0.211	0.001	2.786	0.002	5.625	0.004	-0.17	0.795	-0.154	0.0	0.26	0.0	5.976	0.001	0.452	0.001	0.188	0.001	3.159	0.002	0.063	0.004
5699	6474	0.00061	0.74996	0.65	75	6250	0.98768	-0.005	0.172	0.0	0.259	0.0	6.004	0.001	0.26	0.001	0.27	0.001	3.64	0.003	1.55	0.004	-0.28	0.486	-0.383	0.0	0.174	0.0	5.749	0.001	0.213	0.001	0.245	0.001	3.964	0.004	2.315	0.004
5700	6475	0.00061	0.74996	0.65	75	6300	0.95787	-0.019	0.168	0.0	0.292	0.0	6.0	0.001	0.27	0.001	0.237	0.001	3.365	0.003	1.381	0.004	-0.275	0.515	-0.373	0.0	0.196	0.0	5.766	0.001	0.236	0.001	0.214	0.001	3.635	0.004	2.087	0.004
5701	6476	0.00061	0.74996	0.65	75	6350	0.92955	-0.032	0.166	0.0	0.324	0.0	6.002	0.001	0.298	0.001	0.204	0.001	3.163	0.003	1.127	0.004	-0.253	0.608	-0.363	0.0	0.216	0.0	5.783	0.001	0.272	0.001	0.182	0.001	3.419	0.003	1.779	0.005
5702	6477	0.00061	0.74996	0.65	75	6400	0.9026	-0.045	0.164	0.0	0.353	0.0	6.026	0.001	0.331	0.001	0.186	0.001	3.043	0.003	0.786	0.004	-0.233	0.727	-0.35	0.0	0.233	0.0	5.806	0.001	0.3	0.001	0.169	0.001	3.317	0.003	1.471	0.005
5703	6478	0.00061	0.74996	0.65	75	6450	0.87679	-0.057	0.164	0.0	0.378	0.0	6.069	0.001	0.363	0.001	0.186	0.001	2.979	0.004	0.398	0.007	-0.23	0.848	-0.337	0.0	0.246	0.0	5.841	0.001	0.321	0.001	0.17	0.001	3.278	0.004	1.147	0.007
5704	6479	0.00061	0.74996	0.65	75	6500	0.85232	-0.069	0.164	0.0	0.401	0.0	6.121	0.001	0.401	0.001	0.203	0.001	2.924	0.003	6.26	0.006	-0.203	0.866	-0.323	0.0	0.257	0.0	5.885	0.001	0.35	0.001	0.181	0.001	3.253	0.003	0.76	0.005
5705	6480	0.00061	0.74996	0.65	75	6550	0.82875	-0.082	0.165	0.0	0.421	0.0	6.166	0.001	0.436	0.001	0.228	0.001	2.881	0.002	5.936	0.004	-0.197	0.887	-0.31	0.0	0.267	0.0	5.932	0.001	0.384	0.001	0.205	0.001	3.226	0.002	0.402	0.004
5711	6487	0.00061	0.74996	0.65	85	6450	0.9748	-0.011	0.027	0.0	0.39	0.0	6.045	0.001	0.344	0.001	0.135	0.001	2.955	0.003	0.828	0.007	-0.253	0.692	-0.473	0.0	0.252	0.0	5.823	0.001	0.308	0.001	0.127	0.001	3.242	0.003	1.615	0.007
5712	6488	0.00061	0.74996	0.65	85	6500	0.94709	-0.024	0.026	0.0	0.413	0.0	6.081	0.001	0.373	0.001	0.149	0.001	2.9	0.003	0.373	0.007	-0.226	0.859	-0.459	0.0	0.263	0.0	5.853	0.001	0.327	0.001	0.136	0.001	3.204	0.003	1.217	0.007
5723	6502	0.00061	0.74996	0.67	35	6100	0.5748	-0.24	1.023	inf	0.001	inf	0.797	inf	0.008	inf	0.0	inf	2.597	inf	1.249	inf	-0.347	inf	0.417	inf	0.001	inf	0.548	inf	0.001	inf	0.0	inf	2.703	inf	2.112	inf
5724	6504	0.00061	0.74996	0.67	35	6200	0.53281	-0.273	1.009	0.0	0.131	0.0	0.524	0.0	0.423	0.0	0.308	0.0	2.743	0.0	5.37	0.0	-0.145	inf	0.433	0.0	0.075	0.0	0.14	0.0	0.447	0.0	0.344	0.0	3.453	0.0	0.219	0.0
5725	6505	0.00061	0.74996	0.67	35	6250	0.51505	-0.288	1.003	0.0	0.156	0.0	0.408	0.0	0.374	0.0	0.338	0.0	2.826	0.0	5.491	0.0	-0.133	0.873	0.442	0.0	0.095	0.0	0.048	0.0	0.37	0.0	0.363	0.0	3.477	0.0	0.269	0.0
5726	6506	0.00061	0.74996	0.67	35	6300	0.49882	-0.302	0.998	0.0	0.184	0.0	0.315	0.0	0.302	0.0	0.322	0.0	2.8	0.001	5.544	0.001	-0.118	0.842	0.45	0.0	0.115	0.0	6.272	0.0	0.287	0.0	0.336	0.0	3.351	0.001	0.215	0.001
5727	6507	0.00061	0.74996	0.67	35	6350	0.48377	-0.315	0.994	0.0	0.215	0.0	0.218	0.0	0.243	0.0	0.285	0.0	2.642	0.001	5.487	0.001	-0.113	0.815	0.46	0.0	0.137	0.0	6.204	0.0	0.228	0.0	0.289	0.0	3.066	0.001	0.049	0.001
5728	6508	0.00061	0.74996	0.67	35	6400	0.46968	-0.328	0.991	0.0	0.247	0.0	0.169	0.0	0.219	0.0	0.243	0.0	2.423	0.002	5.298	0.002	-0.218	0.818	0.469	0.0	0.159	0.0	6.179	0.0	0.214	0.0	0.241	0.0	2.748	0.002	6.039	0.002
5729	6509	0.00061	0.74996	0.67	35	6450	0.4564	-0.341	0.989	0.0	0.28	0.0	0.148	0.001	0.224	0.0	0.213	0.0	2.236	0.003	5.019	0.003	-0.217	0.908	0.48	0.0	0.18	0.0	6.174	0.001	0.222	0.001	0.207	0.001	2.511	0.003	5.693	0.003
5730	6510	0.00061	0.74996	0.67	35	6500	0.4438	-0.353	0.988	0.0	0.312	0.0	0.139	0.001	0.241	0.001	0.207	0.001	2.126	0.002	4.705	0.003	-0.21	0.976	0.493	0.0	0.199	0.0	6.178	0.001	0.237	0.001	0.2	0.001	2.378	0.003	5.339	0.004
5731	6511	0.00061	0.74996	0.67	35	6550	0.43179	-0.365	0.988	0.0	0.345	0.0	0.134	0.0	0.267	0.0	0.22	0.0	2.084	0.002	4.45	0.002	-0.182	1.083	0.506	0.0	0.216	0.0	6.18	0.001	0.253	0.001	0.208	0.001	2.322	0.002	5.06	0.003
5732	6512	0.00061	0.74996	0.67	35	6600	0.42031	-0.376	0.989	0.0	0.376	0.0	0.138	0.0	0.289	0.0	0.24	0.0	2.086	0.002	4.269	0.002	-0.147	inf	0.52	0.0	0.233	0.0	6.195	0.001	0.269	0.001	0.229	0.001	2.326	0.002	4.849	0.003
5739	6524	0.00061	0.74996	0.67	45	6000	0.75938	-0.12	0.762	inf	0.001	inf	0.734	inf	0.009	inf	0.001	inf	2.766	inf	1.631	inf	0.205	0.106	0.124	inf	0.0	inf	0.196	inf	0.004	inf	0.002	inf	0.789	inf	3.294	inf
5740	6525	0.00061	0.74996	0.67	45	6050	0.72767	-0.138	0.754	0.0	0.079	0.0	0.597	0.0	0.477	0.0	0.232	0.0	2.875	0.0	5.556	0.0	-0.16	0.637	0.134	0.0	0.042	0.0	0.122	0.0	0.546	0.0	0.283	0.0	3.772	0.0	0.656	0.0
5741	6526	0.00061	0.74996	0.67	45	6100	0.69995	-0.155	0.746	0.0	0.105	0.0	0.443	0.0	0.545	0.0	0.328	0.0	3.039	0.0	5.848	0.0	-0.14	0.605	0.143	0.0	0.06	0.0	6.264	0.0	0.574	0.0	0.366	0.0	3.902	0.0	0.917	0.0
5742	6527	0.00061	0.74996	0.67	45	6150	0.67517	-0.171	0.74	0.0	0.13	0.0	0.282	0.0	0.521	0.0	0.36	0.0	3.177	0.0	6.154	0.001	-0.116	0.616	0.152	0.0	0.08	0.0	6.142	0.0	0.507	0.0	0.376	0.0	3.952	0.0	1.111	0.001
5743	6528	0.00061	0.74996	0.67	45	6200	0.65264	-0.185	0.735	0.0	0.158	0.0	0.159	0.0	0.465	0.0	0.359	0.0	3.241	0.001	0.113	0.001	-0.099	0.639	0.161	0.0	0.102	0.0	6.069	0.0	0.429	0.0	0.36	0.0	3.91	0.001	1.206	0.001
5744	6529	0.00061	0.74996	0.67	45	6250	0.6319	-0.199	0.73	0.0	0.189	0.0	0.082	0.001	0.409	0.001	0.341	0.001	3.173	0.002	0.246	0.002	-0.093	0.689	0.17	0.0	0.124	0.0	6.039	0.001	0.37	0.001	0.334	0.001	3.73	0.002	1.198	0.003
5745	6530	0.00061	0.74996	0.67	45	6300	0.61265	-0.213	0.726	0.0	0.22	0.0	0.012	0.001	0.374	0.001	0.313	0.001	2.983	0.002	0.265	0.003	-0.091	0.709	0.18	0.0	0.146	0.0	6.002	0.001	0.342	0.001	0.3	0.001	3.443	0.003	1.108	0.003
5746	6531	0.00061	0.74996	0.67	45	6350	0.59458	-0.226	0.722	0.0	0.252	0.0	6.256	0.001	0.367	0.001	0.282	0.001	2.763	0.003	0.165	0.004	-0.093	0.751	0.19	0.0	0.167	0.0	5.988	0.001	0.348	0.001	0.264	0.001	3.155	0.003	0.923	0.004
5747	6532	0.00061	0.74996	0.67	45	6400	0.57751	-0.238	0.72	0.0	0.284	0.0	6.255	0.001	0.381	0.001	0.254	0.001	2.573	0.003	6.239	0.004	-0.234	0.873	0.201	0.0	0.188	0.0	6.001	0.001	0.369	0.001	0.233	0.001	2.928	0.002	0.672	0.004
5748	6533	0.00061	0.74996	0.67	45	6450	0.5613	-0.251	0.72	0.0	0.315	0.0	6.266	0.001	0.404	0.001	0.241	0.001	2.43	0.002	5.936	0.003	-0.229	0.938	0.213	0.0	0.205	0.0	6.018	0.0	0.392	0.0	0.221	0.0	2.774	0.001	0.38	0.002
5749	6534	0.00061	0.74996	0.67	45	6500	0.54587	-0.263	0.72	0.0	0.344	0.0	0.029	0.001	0.432	0.001	0.251	0.001	2.342	0.002	5.62	0.003	-0.195	0.972	0.225	0.0	0.221	0.0	6.067	0.001	0.418	0.001	0.232	0.001	2.698	0.002	0.085	0.003
5750	6535	0.00061	0.74996	0.67	45	6550	0.53109	-0.275	0.72	0.0	0.374	0.0	0.025	0.0	0.439	0.001	0.274	0.0	2.27	0.001	5.283	0.002	-0.155	1.041	0.24	0.0	0.235	0.0	6.07	0.0	0.42	0.0	0.253	0.0	2.594	0.001	6.006	0.002
5751	6536	0.00061	0.74996	0.67	45	6600	0.51692	-0.287	0.722	0.0	0.4	0.0	0.042	0.0	0.447	0.0	0.297	0.0	2.235	0.001	5.073	0.002	-0.145	inf	0.253	0.0	0.25	0.0	6.099	0.001	0.43	0.001	0.282	0.001	2.545	0.002	5.74	0.002
5752	6537	0.00061	0.74996	0.67	45	6650	0.5033	-0.298	0.726	0.0	0.421	0.0	0.056	0.001	0.452	0.001	0.313	0.001	2.214	0.002	4.927	0.003	-0.139	inf	0.267	0.0	0.263	0.0	6.126	0.001	0.438	0.001	0.305	0.001	2.512	0.003	5.548	0.004
5758	6546	0.00061	0.74996	0.67	55	5950	0.92724	-0.033	0.548	0.0	0.05	0.0	0.599	0.0	0.404	0.0	0.163	0.0	3.096	0.0	6.179	0.0	-0.206	0.431	-0.104	0.0	0.027	0.0	0.02	0.0	0.444	0.0	0.192	0.0	4.19	0.0	1.602	0.0
5759	6547	0.00061	0.74996	0.67	55	6000	0.88842	-0.051	0.54	0.0	0.077	0.0	0.451	0.0	0.59	0.0	0.348	0.0	3.245	0.0	6.247	0.0	-0.146	0.399	-0.094	0.0	0.044	0.0	6.169	0.0	0.617	0.0	0.392	0.0	4.321	0.0	1.618	0.0
5760	6548	0.00061	0.74996	0.67	55	6050	0.85419	-0.068	0.533	0.0	0.098	0.0	0.309	0.0	0.611	0.0	0.417	0.0	3.409	0.0	0.196	0.0	-0.11	0.403	-0.084	0.0	0.06	0.0	6.076	0.0	0.596	0.0	0.436	0.0	4.38	0.0	1.705	0.0
5761	6549	0.00061	0.74996	0.67	55	6100	0.82342	-0.084	0.527	0.0	0.123	0.0	0.162	0.0	0.55	0.0	0.42	0.0	3.527	0.001	0.425	0.001	-0.098	0.441	-0.075	0.0	0.079	0.0	5.996	0.0	0.505	0.0	0.415	0.0	4.35	0.001	1.743	0.001
5762	6550	0.00061	0.74996	0.67	55	6150	0.79548	-0.099	0.52	0.0	0.152	0.0	0.023	0.0	0.467	0.0	0.393	0.0	3.573	0.001	0.575	0.002	-0.093	0.495	-0.066	0.0	0.1	0.0	5.922	0.0	0.41	0.0	0.379	0.0	4.249	0.001	1.703	0.002
5763	6551	0.00061	0.74996	0.67	55	6200	0.76977	-0.114	0.515	0.0	0.185	0.0	6.205	0.001	0.397	0.001	0.353	0.001	3.526	0.002	0.637	0.002	-0.091	0.565	-0.056	0.0	0.123	0.0	5.874	0.001	0.341	0.001	0.338	0.001	4.077	0.002	1.606	0.002
5764	6552	0.00061	0.74996	0.67	55	6250	0.74582	-0.127	0.511	0.0	0.219	0.0	6.153	0.001	0.362	0.001	0.302	0.001	3.387	0.003	0.619	0.004	-0.089	0.626	-0.047	0.0	0.147	0.0	5.862	0.001	0.314	0.001	0.288	0.001	3.841	0.004	1.463	0.005
5765	6553	0.00061	0.74996	0.67	55	6300	0.72337	-0.141	0.508	0.0	0.252	0.0	6.141	0.001	0.364	0.001	0.252	0.001	3.206	0.004	0.546	0.006	-0.089	0.656	-0.036	0.0	0.169	0.0	5.876	0.001	0.323	0.001	0.234	0.001	3.596	0.004	1.291	0.006
5766	6554	0.00061	0.74996	0.67	55	6350	0.70218	-0.154	0.506	0.0	0.284	0.0	6.155	0.001	0.391	0.001	0.207	0.001	3.009	0.004	0.413	0.007	-0.229	0.672	-0.026	0.0	0.191	0.0	5.908	0.001	0.361	0.001	0.187	0.001	3.364	0.004	1.078	0.007
5767	6555	0.00061	0.74996	0.67	55	6400	0.68206	-0.166	0.505	0.0	0.315	0.0	6.175	0.001	0.428	0.002	0.177	0.001	2.83	0.004	0.196	0.009	-0.233	0.706	-0.014	0.0	0.209	0.0	5.933	0.001	0.4	0.001	0.157	0.001	3.183	0.004	0.873	0.009
5768	6556	0.00061	0.74996	0.67	55	6450	0.66298	-0.178	0.504	0.0	0.344	0.0	6.194	0.001	0.465	0.001	0.169	0.001	2.692	0.003	6.174	0.006	-0.227	0.724	0.0	0.0	0.224	0.0	5.953	0.001	0.436	0.001	0.15	0.001	3.052	0.002	0.618	0.006
5769	6557	0.00061	0.74996	0.67	55	6500	0.64459	-0.191	0.504	0.0	0.371	0.0	6.214	0.001	0.498	0.001	0.184	0.001	2.584	0.003	5.852	0.007	-0.2	0.852	0.014	0.0	0.237	0.0	5.972	0.001	0.466	0.001	0.161	0.001	2.95	0.003	0.341	0.006
5770	6558	0.00061	0.74996	0.67	55	6550	0.62709	-0.203	0.505	0.0	0.396	0.0	6.234	0.001	0.519	0.001	0.211	0.001	2.5	0.002	5.609	0.004	-0.161	1.079	0.027	0.0	0.25	0.0	5.997	0.001	0.49	0.001	0.187	0.001	2.858	0.002	0.067	0.003
5771	6559	0.00061	0.74996	0.67	55	6600	0.61032	-0.214	0.507	0.0	0.417	0.0	6.249	0.0	0.532	0.001	0.239	0.0	2.435	0.001	5.448	0.003	-0.154	inf	0.04	0.0	0.262	0.0	6.023	0.0	0.509	0.0	0.219	0.0	2.778	0.001	6.137	0.002
5777	6568	0.00061	0.74996	0.67	65	6050	0.97919	-0.009	0.35	0.0	0.112	0.0	0.135	0.0	0.594	0.0	0.459	0.0	3.858	0.001	1.025	0.001	-0.102	0.361	-0.265	0.0	0.074	0.0	5.935	0.0	0.517	0.0	0.434	0.0	4.758	0.001	2.444	0.001
5778	6569	0.00061	0.74996	0.67	65	6100	0.9452	-0.024	0.344	0.0	0.14	0.0	6.258	0.0	0.49	0.0	0.432	0.0	3.878	0.001	1.113	0.001	-0.092	0.385	-0.256	0.0	0.094	0.0	5.851	0.0	0.413	0.0	0.404	0.0	4.603	0.001	2.309	0.001
5779	6570	0.00061	0.74996	0.67	65	6150	0.91384	-0.039	0.338	0.0	0.173	0.0	6.131	0.0	0.396	0.001	0.394	0.001	3.818	0.002	1.132	0.002	-0.087	0.412	-0.247	0.0	0.117	0.0	5.784	0.001	0.326	0.001	0.367	0.001	4.393	0.002	2.151	0.002
5780	6571	0.00061	0.74996	0.67	65	6200	0.88462	-0.053	0.333	0.0	0.207	0.0	6.048	0.001	0.333	0.001	0.352	0.001	3.671	0.002	1.091	0.003	-0.088	0.471	-0.238	0.0	0.14	0.0	5.747	0.001	0.275	0.001	0.329	0.001	4.129	0.003	1.977	0.003
5781	6572	0.00061	0.74996	0.67	65	6250	0.85739	-0.067	0.329	0.0	0.241	0.0	6.021	0.001	0.309	0.001	0.305	0.001	3.476	0.003	0.988	0.004	-0.087	0.562	-0.228	0.0	0.163	0.0	5.753	0.001	0.261	0.001	0.284	0.001	3.85	0.004	1.772	0.004
5782	6573	0.00061	0.74996	0.67	65	6300	0.83165	-0.08	0.326	0.0	0.275	0.0	6.034	0.001	0.317	0.001	0.258	0.001	3.289	0.003	0.815	0.004	-0.086	0.613	-0.217	0.0	0.185	0.0	5.788	0.001	0.278	0.001	0.238	0.001	3.614	0.004	1.522	0.005
5783	6574	0.00061	0.74996	0.67	65	6350	0.80727	-0.093	0.324	0.0	0.308	0.0	6.065	0.001	0.349	0.001	0.218	0.001	3.126	0.003	0.541	0.004	-0.233	0.721	-0.207	0.0	0.207	0.0	5.834	0.001	0.317	0.001	0.199	0.001	3.434	0.003	1.18	0.004
5784	6575	0.00061	0.74996	0.67	65	6400	0.78408	-0.106	0.323	0.0	0.337	0.0	6.107	0.001	0.391	0.001	0.19	0.001	3.002	0.003	0.194	0.006	-0.231	0.761	-0.194	0.0	0.223	0.0	5.873	0.001	0.354	0.001	0.173	0.001	3.33	0.004	0.868	0.007
5785	6576	0.00061	0.74996	0.67	65	6450	0.76204	-0.118	0.323	0.0	0.364	0.0	6.149	0.001	0.44	0.001	0.181	0.001	2.893	0.004	6.095	0.008	-0.229	0.748	-0.18	0.0	0.237	0.0	5.91	0.001	0.397	0.001	0.163	0.001	3.248	0.004	0.533	0.008
5786	6577	0.00061	0.74996	0.67	65	6500	0.74071	-0.13	0.324	0.0	0.389	0.0	6.19	0.001	0.485	0.001	0.189	0.001	2.789	0.002	5.759	0.005	-0.203	0.751	-0.166	0.0	0.249	0.0	5.948	0.001	0.439	0.001	0.165	0.001	3.162	0.002	0.222	0.005
5787	6578	0.00061	0.74996	0.67	65	6550	0.72064	-0.142	0.325	0.0	0.412	0.0	6.23	0.001	0.518	0.001	0.201	0.001	2.706	0.002	5.56	0.005	-0.166	0.812	-0.152	0.0	0.26	0.0	5.993	0.001	0.477	0.001	0.178	0.001	3.078	0.002	6.273	0.004
5795	6587	0.00061	0.74996	0.67	75	6250	0.96712	-0.015	0.172	0.0	0.259	0.0	5.999	0.001	0.273	0.001	0.282	0.001	3.551	0.003	1.366	0.004	-0.278	0.475	-0.383	0.0	0.175	0.0	5.745	0.001	0.228	0.001	0.258	0.001	3.874	0.004	2.122	0.004
5796	6588	0.00061	0.74996	0.67	75	6300	0.93802	-0.028	0.169	0.0	0.292	0.0	6.002	0.001	0.285	0.001	0.242	0.001	3.311	0.003	1.182	0.004	-0.257	0.52	-0.373	0.0	0.196	0.0	5.768	0.001	0.251	0.001	0.22	0.001	3.591	0.004	1.873	0.005
5797	6589	0.00061	0.74996	0.67	75	6350	0.91041	-0.041	0.167	0.0	0.324	0.0	6.015	0.001	0.315	0.001	0.211	0.001	3.135	0.003	0.903	0.005	-0.246	0.637	-0.362	0.0	0.216	0.0	5.794	0.001	0.287	0.001	0.19	0.001	3.404	0.003	1.546	0.005
5798	6590	0.00061	0.74996	0.67	75	6400	0.88403	-0.054	0.166	0.0	0.352	0.0	6.049	0.001	0.348	0.001	0.196	0.001	3.032	0.003	0.545	0.006	-0.23	0.783	-0.349	0.0	0.233	0.0	5.825	0.001	0.314	0.001	0.179	0.001	3.321	0.004	1.229	0.006
5799	6591	0.00061	0.74996	0.67	75	6450	0.85905	-0.066	0.166	0.0	0.378	0.001	6.096	0.001	0.385	0.001	0.197	0.001	2.965	0.005	0.143	0.008	-0.226	0.845	-0.335	0.0	0.245	0.0	5.864	0.001	0.341	0.001	0.179	0.001	3.283	0.005	0.886	0.008
5800	6592	0.00061	0.74996	0.67	75	6500	0.83502	-0.078	0.166	0.0	0.401	0.0	6.15	0.001	0.427	0.001	0.214	0.001	2.905	0.003	6.038	0.006	-0.204	0.852	-0.322	0.0	0.256	0.0	5.912	0.001	0.375	0.001	0.19	0.001	3.251	0.003	0.519	0.005
5801	6593	0.00061	0.74996	0.67	75	6550	0.81211	-0.09	0.167	0.0	0.421	0.0	6.192	0.001	0.467	0.001	0.235	0.001	2.848	0.003	5.737	0.005	-0.174	0.855	-0.308	0.0	0.266	0.0	5.956	0.001	0.416	0.001	0.212	0.001	3.208	0.002	0.179	0.004
5808	6601	0.00061	0.74996	0.67	85	6400	0.98258	-0.008	0.029	0.0	0.366	0.0	6.015	0.001	0.328	0.001	0.157	0.001	3.008	0.003	0.963	0.005	-0.251	0.675	-0.485	0.0	0.24	0.0	5.8	0.001	0.298	0.001	0.144	0.001	3.274	0.003	1.667	0.006
5809	6602	0.00061	0.74996	0.67	85	6450	0.95462	-0.02	0.028	0.0	0.39	0.0	6.054	0.001	0.357	0.001	0.159	0.001	2.945	0.003	0.546	0.007	-0.228	0.764	-0.472	0.0	0.252	0.0	5.83	0.001	0.317	0.001	0.146	0.001	3.234	0.004	1.324	0.007
5823	6620	0.00061	0.74996	0.69	35	6200	0.52296	-0.282	1.009	0.0	0.13	0.0	0.57	0.0	0.394	0.0	0.284	0.0	2.672	0.0	5.178	0.0	-0.145	inf	0.433	0.0	0.073	0.0	0.198	0.0	0.423	0.0	0.322	0.0	3.361	0.0	6.277	0.0
5824	6621	0.00061	0.74996	0.69	35	6250	0.50546	-0.296	1.003	0.0	0.156	0.0	0.459	0.0	0.349	0.0	0.313	0.0	2.776	0.0	5.268	0.0	-0.129	inf	0.442	0.0	0.093	0.0	0.104	0.0	0.349	0.0	0.342	0.0	3.418	0.0	0.03	0.001
5825	6622	0.00061	0.74996	0.69	35	6300	0.48949	-0.31	0.998	0.0	0.184	0.0	0.367	0.0	0.276	0.0	0.295	0.0	2.788	0.001	5.308	0.001	-0.122	0.873	0.45	0.0	0.114	0.0	0.043	0.0	0.263	0.0	0.312	0.0	3.337	0.001	6.255	0.001
5826	6623	0.00061	0.74996	0.69	35	6350	0.4747	-0.324	0.994	0.0	0.214	0.0	0.266	0.0	0.213	0.0	0.254	0.0	2.664	0.002	5.246	0.002	-0.116	0.848	0.459	0.0	0.135	0.0	6.254	0.0	0.198	0.0	0.261	0.0	3.081	0.002	6.085	0.002
5827	6624	0.00061	0.74996	0.69	35	6400	0.46088	-0.336	0.991	0.0	0.246	0.0	0.205	0.0	0.185	0.0	0.212	0.0	2.45	0.002	5.048	0.002	-0.216	0.855	0.469	0.0	0.158	0.0	6.217	0.0	0.178	0.0	0.214	0.0	2.742	0.003	5.771	0.002
5828	6625	0.00061	0.74996	0.69	35	6450	0.44784	-0.349	0.989	0.0	0.279	0.0	0.174	0.0	0.187	0.0	0.187	0.0	2.242	0.002	4.751	0.002	-0.214	0.938	0.48	0.0	0.179	0.0	6.203	0.0	0.185	0.0	0.186	0.0	2.481	0.003	5.4	0.003
